"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"137"	"N-Glycan biosynthesis"	48	4.5617	0.024344	0.070552	-4.5617	0.97728	1	7.0128	0.56559	0.67827	33	6.9017	0.62435	0.78745	14	4.5831	0.31754	0.53435
"138"	"Mucin type O-glycan biosynthesis"	26	4.9791	0.017919	0.054454	-4.9791	0.98262	1	4.8952	0.5821	0.68496	16	5.8742	0.39343	0.63317	10	0.46286	0.8953	0.96631
"139"	"Morphine addiction"	87	-0.33218	0.47359	0.75604	0.33252	0.55	1	11.662	0.22496	0.32448	39	9.187	0.33809	0.57087	48	7.4188	0.3373	0.54145
"140"	"Mitophagy - animal"	61	-1.083	0.62483	0.86891	1.1992	0.37338	1	16.229	0.00028107	0.00098042	27	11.698	0.014931	0.042327	34	11.313	0.0021692	0.020588
"141"	"Mismatch repair"	21	-6.3082	0.993	1	6.3082	0.0091134	0.095083	6.8618	0.17697	0.27021	8	0.033818	0.95069	0.99319	13	8.6947	0.0047343	0.031704
"142"	"Mineral absorption"	42	2.4651	0.13585	0.29124	-2.4651	0.87119	1	8.8045	0.19414	0.28936	24	7.4345	0.31759	0.54218	18	4.8645	0.33451	0.54145
"143"	"MicroRNAs in cancer"	139	14.485	6.5944e-11	9.8288e-10	-13.829	1	1	25.22	1.1505e-08	1.6369e-07	89	24.354	2.5747e-08	3.1823e-07	50	9.5576	0.074895	0.2347
"144"	"Metabolism of xenobiotics by cytochrome P450"	63	-8.8876	0.99974	1	8.8876	0.00034526	0.0067542	9.8545	0.2503	0.34897	18	3.2232	0.85468	0.9277	44	10.968	0.010226	0.057155
"145"	"Metabolic pathways"	1265	-14.325	1	1	15.055	2.4388e-07	9.5416e-06	53.222	5.5833e-13	2.9126e-11	515	33.252	0.067998	0.15116	748	42.222	0	0
"146"	"Melanoma"	67	4.393	0.025652	0.073166	-4.3932	0.97662	1	14.02	0.0071117	0.016612	39	12.078	0.046646	0.11003	28	7.4323	0.12075	0.29533
"147"	"Melanogenesis"	96	2.979	0.065967	0.15902	-2.9792	0.93682	1	10.266	0.51126	0.62266	51	8.6135	0.65841	0.8138	45	5.8247	0.61448	0.77868
"148"	"Measles"	121	10.803	1.0459e-06	6.681e-06	-10.648	1	1	18.702	0.00069953	0.0021679	76	18.138	0.0011845	0.0050138	45	7.0962	0.36418	0.56432
"149"	"Maturity onset diabetes of the young"	19	-0.85797	0.60467	0.84959	0.85797	0.4095	1	-0.29912	0.98644	1	6	0.25467	0.89423	0.95943	13	-0.53463	0.9761	1
"150"	"Mannose type O-glycan biosynthesis"	22	-2.4317	0.8056	1	2.4317	0.19892	0.91563	7.9168	0.10721	0.17755	8	5.1815	0.24143	0.43627	14	6.0074	0.11888	0.29533
"151"	"Malaria"	46	16.079	8.3221e-11	1.1325e-09	-15.626	1	1	18.029	4.8476e-07	3.7007e-06	36	18.497	2.5198e-06	2.1628e-05	10	3.5725	0.38172	0.57999
"152"	"MAPK signaling pathway"	246	13.829	1.0437e-09	1.1667e-08	-13.38	1	1	28.389	5.9168e-08	6.6142e-07	144	27.854	2.8005e-08	3.3283e-07	101	11.864	0.10449	0.27716
"153"	"Lysosome"	120	-6.9773	0.99604	1	8.1698	0.0013664	0.019441	18.495	0.00085939	0.0025864	44	10.584	0.21929	0.39859	76	15.187	0.00019708	0.0030843
"154"	"Lysine degradation"	56	-4.227	0.92669	1	4.227	0.082174	0.5398	12.597	0.021695	0.044971	25	6.0869	0.58061	0.75699	31	11.465	0.0010499	0.012639
"155"	"Lysine biosynthesis"	1	-0.26771	0.52026	0.76672	0.26771	0.48282	1	-0.8027	0.79221	0.86398	0	NA	NA	NA	1	-0.8027	0.80968	0.90511
"156"	"Longevity regulating pathway - multiple species"	60	3.6651	0.048539	0.12252	-3.448	0.94516	1	15.568	0.00047484	0.0015482	30	13.954	0.0012453	0.0051998	30	8.0635	0.080306	0.23565
"157"	"Longevity regulating pathway"	88	2.6116	0.096697	0.21774	-2.6116	0.91322	1	16.242	0.0019565	0.0053719	41	14.455	0.0053127	0.018655	47	8.7234	0.13176	0.30081
"158"	"Long-term potentiation"	63	-0.63577	0.53246	0.76801	0.63555	0.48721	1	14.693	0.0024129	0.0065674	26	11.665	0.021766	0.05652	37	9.3939	0.034233	0.14098
"159"	"Long-term depression"	57	3.7986	0.040832	0.10476	-3.7988	0.96069	1	10.151	0.16633	0.25772	28	10.43	0.054374	0.12538	29	3.9823	0.72178	0.87227
"160"	"Lipoic acid metabolism"	2	0.34375	0.44634	0.73219	-0.34375	0.55767	1	0.2778	0.71856	0.80902	1	0.55734	0.61972	0.78745	1	-0.16448	0.71204	0.86719
"161"	"Linoleic acid metabolism"	46	-1.9757	0.72492	0.96966	1.9757	0.2921	1	1.4744	0.99595	1	17	0.82647	0.9817	0.9975	29	1.2241	0.97461	1
"162"	"Leukocyte transendothelial migration"	107	16.3	9.7272e-12	1.6915e-10	-16.086	1	1	22.255	2.8332e-07	2.3967e-06	67	24.336	5.7714e-09	9.9075e-08	40	4.9024	0.71739	0.87032
"163"	"Leishmaniasis"	64	16.528	1.4565e-11	2.3994e-10	-16.405	1	1	21.053	1.1257e-08	1.6369e-07	47	21.472	6.9871e-09	1.0515e-07	17	5.1466	0.28747	0.50409
"164"	"Legionellosis"	56	15.065	1.8307e-10	2.292e-09	-14.488	1	1	21.528	1.6535e-09	3.0445e-08	34	23.662	7.2276e-13	3.7222e-11	22	4.9302	0.40999	0.60686
"165"	"Jak-STAT signaling pathway"	133	8.9362	4.0325e-05	0.00017056	-8.2774	0.99989	1	19.493	0.00062089	0.001963	74	19.328	0.00028306	0.0014338	59	7.6211	0.42788	0.62003
"166"	"Intestinal immune network for IgA production"	40	6.3153	0.0027367	0.0091717	-6.3153	0.99747	1	7.034	0.43849	0.54681	24	8.5269	0.16702	0.30903	16	0.67852	0.93706	0.99106
"167"	"Insulin signaling pathway"	136	3.1843	0.060574	0.14812	-3.1846	0.94651	1	21.128	6.4286e-05	0.00027946	73	16.083	0.016348	0.045509	63	13.731	0.00093062	0.011651
"168"	"Insulin secretion"	80	-3.9539	0.91703	1	3.9543	0.097287	0.60902	11.568	0.15991	0.25136	31	7.3257	0.51283	0.72029	49	8.9548	0.12316	0.29533
"169"	"Insulin resistance"	106	5.6133	0.005689	0.018357	-5.613	0.99474	1	22.648	1.3474e-07	1.278e-06	61	18.226	0.00034282	0.0016898	45	13.539	0.00017054	0.0028094
"170"	"Inositol phosphate metabolism"	69	1.5233	0.21363	0.42589	-1.5233	0.80075	1	8.0996	0.62973	0.72733	36	6.8624	0.69222	0.82753	33	4.5444	0.69056	0.85432
"171"	"Influenza A"	150	14.531	7.0515e-11	1.0032e-09	-14.394	1	1	21.435	0.00010235	0.00042716	100	21.448	0.00016592	0.0009155	50	6.7939	0.47286	0.6435
"172"	"Inflammatory mediator regulation of TRP channels"	118	3.8387	0.039085	0.10368	-3.8384	0.96522	1	13.702	0.16833	0.25948	55	13.822	0.043407	0.10317	63	5.8378	0.79643	0.90511
"173"	"Inflammatory bowel disease (IBD)"	55	8.9322	3.0585e-05	0.00013676	-8.1158	0.99988	1	12.337	0.022266	0.045551	34	13.597	0.0049914	0.017934	21	2.6645	0.79818	0.90511
"174"	"IL-17 signaling pathway"	84	21.325	0	0	-20.899	1	1	23.013	1.0448e-09	2.3359e-08	61	25.747	1.4736e-11	5.0592e-10	23	2.0506	0.89153	0.96557
"175"	"Hypertrophic cardiomyopathy (HCM)"	81	3.8312	0.040287	0.10457	-3.6856	0.95892	1	20.278	8.9725e-07	5.9753e-06	42	17.384	2.9489e-05	0.00019387	38	12.661	0.00016275	0.0028094
"176"	"Huntingtons disease"	178	-13.521	1	1	13.521	5.2329e-07	1.8199e-05	23.531	1.4856e-05	7.5e-05	53	10.994	0.29309	0.51167	125	20.922	1.6871e-07	5.8673e-06
"177"	"Homologous recombination"	37	-3.1185	0.86919	1	3.1185	0.13763	0.73368	4.8864	0.74888	0.8312	16	1.4126	0.95141	0.99319	21	5.253	0.33733	0.54145
"178"	"Histidine metabolism"	24	-6.0662	0.98893	1	6.0662	0.012444	0.11803	9.6655	0.02163	0.044971	7	3.763	0.47146	0.68394	17	9.0696	0.0070775	0.043503
"179"	"Hippo signaling pathway -multiple species"	25	10.377	1.2334e-05	5.8493e-05	-10.377	0.99999	1	9.6634	0.024573	0.049304	21	10.481	0.025908	0.06562	4	0.14227	0.80779	0.90511
"180"	"Hippo signaling pathway"	150	11.898	5.5373e-08	4.444e-07	-11.898	1	1	18.437	0.0084033	0.019443	95	18.35	0.0089474	0.028502	55	6.3313	0.61806	0.78005
"181"	"Herpes simplex infection"	184	11.661	1.2252e-07	9.1306e-07	-11.661	1	1	17.916	0.052701	0.096591	112	18.978	0.015147	0.042549	71	5.9797	0.82163	0.91519
"182"	"Hepatitis C"	116	9.2213	2.4595e-05	0.00011157	-9.2213	0.99998	1	17.378	0.0044482	0.010877	69	17.247	0.0032807	0.012363	47	6.4042	0.51951	0.68901
"183"	"Hepatitis B"	130	13.413	4.187e-09	4.2275e-08	-13.393	1	1	24.031	2.3118e-08	2.8395e-07	82	23.149	6.2364e-07	5.8395e-06	48	9.292	0.088802	0.24597
"184"	"Hematopoietic cell lineage"	88	13.87	2.2975e-09	2.3971e-08	-12.714	1	1	20.584	5.6984e-07	4.0537e-06	56	21.122	4.4903e-07	4.3359e-06	32	6.1939	0.34209	0.54352
"185"	"Hedgehog signaling pathway"	43	2.7707	0.095694	0.21774	-2.7707	0.91049	1	8.1566	0.28395	0.38309	25	6.9615	0.42983	0.6479	18	4.4027	0.41918	0.61025
"186"	"HTLV-I infection"	264	12.557	6.6546e-08	5.2072e-07	-12.379	1	1	21.896	0.017039	0.035794	164	20.676	0.049188	0.11514	100	9.0988	0.57437	0.73679
"187"	"HIF-1 signaling pathway"	98	8.0678	0.00014566	0.0005845	-8.0677	0.99988	1	22.054	2.7001e-07	2.3476e-06	64	17.927	0.000567	0.0026546	34	12.846	0.00015282	0.0028094
"188"	"Graft-versus-host disease"	49	4.1773	0.026084	0.073552	-4.1783	0.97524	1	3.0161	0.97655	1	25	5.316	0.70491	0.83455	24	-1.1161	0.99847	1
"189"	"GnRH signaling pathway"	85	4.5589	0.020295	0.060498	-4.3941	0.97865	1	17.487	0.00030401	0.0010457	41	16.657	0.00024637	0.0012688	44	8.2259	0.16928	0.35193
"190"	"Glyoxylate and dicarboxylate metabolism"	28	-6.4087	0.99193	1	6.4087	0.010029	0.10126	8.1737	0.12608	0.20238	10	1.9927	0.84138	0.9226	18	8.7092	0.011053	0.058639
"191"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	23	-5.9617	0.98947	1	5.9617	0.012432	0.11803	9.6931	0.016126	0.034104	7	4.0593	0.4213	0.64476	16	8.9367	0.0034671	0.02713
"192"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	26	3.1162	0.087861	0.20523	-3.1162	0.91516	1	8.5076	0.083099	0.1437	15	7.5658	0.14622	0.28063	11	4.2448	0.28828	0.50409
"193"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	15	1.4982	0.21786	0.42654	-1.4982	0.78644	1	6.3779	0.16912	0.25948	7	6.1576	0.13614	0.26625	8	2.9734	0.43011	0.62038
"194"	"Glycosphingolipid biosynthesis - ganglio series"	14	1.0411	0.32089	0.57723	-1.0411	0.6868	1	7.9605	0.040439	0.077734	7	6.5343	0.10396	0.2156	7	4.7235	0.13263	0.30081
"195"	"Glycosaminoglycan degradation"	18	-3.4913	0.89326	1	3.4913	0.1139	0.68562	7.4708	0.091652	0.15591	6	4.291	0.28638	0.50856	12	6.1156	0.080558	0.23565
"196"	"Glycosaminoglycan biosynthesis - keratan sulfate"	12	4.2602	0.038058	0.10181	-4.2602	0.9639	1	9.8281	0.0031802	0.0083647	8	8.4172	0.014592	0.041751	4	5.1191	0.066047	0.23228
"197"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	23	1.2289	0.27785	0.51766	-1.2289	0.72756	1	6.5775	0.24555	0.34465	13	5.1261	0.40915	0.64091	10	4.1305	0.28089	0.49953
"198"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	19	9.3076	3.9986e-05	0.00017056	-9.0822	0.99994	1	8.0538	0.065931	0.1186	15	9.6442	0.025298	0.065143	4	-1.123	0.92973	0.98981
"199"	"Glycolysis / Gluconeogenesis"	62	-2.3094	0.77057	0.99665	2.4411	0.22615	0.98313	15.636	0.00072642	0.0022291	24	11.512	0.010463	0.031846	38	10.823	0.0040898	0.029093
"200"	"Glycine, serine and threonine metabolism"	39	-2.823	0.83435	1	2.989	0.15831	0.78651	9.2631	0.12285	0.1982	15	6.075	0.34247	0.57513	24	7.0055	0.12755	0.29683
"201"	"Glycerophospholipid metabolism"	90	-0.35969	0.46605	0.75193	0.35969	0.55676	1	10.957	0.32998	0.43583	43	8.0857	0.58872	0.76435	47	7.4277	0.32058	0.53658
"202"	"Glycerolipid metabolism"	56	-0.28683	0.45025	0.73219	0.28683	0.56749	1	8.6664	0.38002	0.49356	30	5.1904	0.80825	0.90782	26	7.1434	0.12402	0.29533
"203"	"Glutathione metabolism"	55	-3.955	0.92394	1	4.1256	0.072905	0.5071	15.387	0.00038881	0.001281	17	11.455	0.0047561	0.01729	38	10.85	0.0039218	0.028547
"204"	"Glutamatergic synapse"	110	-1.9742	0.71357	0.95858	1.9745	0.31227	1	11.75	0.39819	0.50932	47	8.3031	0.63566	0.79522	63	8.3539	0.33461	0.54145
"205"	"Glucagon signaling pathway"	95	-0.10567	0.41453	0.69847	0.21242	0.5934	1	17.565	0.0003401	0.0011325	45	12.831	0.038626	0.09398	50	12.039	0.003765	0.028058
"206"	"Glioma"	62	6.1888	0.0042931	0.013997	-6.1889	0.99619	1	16.542	0.00017302	0.00066044	40	13.605	0.010345	0.031846	22	9.425	0.0070884	0.043503
"207"	"Gastric acid secretion"	70	-2.6321	0.80648	1	2.6321	0.2124	0.93635	10.629	0.22826	0.32773	30	6.7425	0.57197	0.75148	40	8.2218	0.12802	0.29683
"208"	"Gap junction"	84	6.825	0.0022824	0.0079377	-6.5448	0.99714	1	15.256	0.0061016	0.014468	43	16.157	0.00062828	0.0028976	41	5.2902	0.64915	0.80949
"209"	"Galactose metabolism"	31	-0.30282	0.4977	0.7599	0.30282	0.51773	1	13.112	0.00068816	0.0021539	16	8.9292	0.055772	0.12766	15	9.6272	0.0021706	0.020588
"210"	"GABAergic synapse"	83	0.45696	0.3484	0.6161	-0.45661	0.67176	1	8.8871	0.63611	0.72931	39	7.4568	0.63181	0.79361	44	5.1857	0.70951	0.86719
"211"	"Fructose and mannose metabolism"	34	-0.28856	0.48046	0.75604	0.28856	0.53798	1	9.4136	0.079664	0.13853	18	6.1862	0.41276	0.64091	16	7.1612	0.036691	0.14537
"212"	"FoxO signaling pathway"	128	1.7134	0.1704	0.35321	-1.7136	0.84279	1	21.474	1.4063e-05	7.216e-05	66	16.202	0.0079279	0.025518	62	14.139	0.00043478	0.0059168
"213"	"Folate biosynthesis"	12	-4.8682	0.97261	1	4.8682	0.028089	0.24422	6.8517	0.076623	0.13398	3	3.0144	0.36192	0.59804	9	6.1712	0.047515	0.17705
"214"	"Focal adhesion"	196	19.366	0	0	-18.421	1	1	34.636	0	0	116	34.825	0	0	80	12.279	0.023224	0.10849
"215"	"Fluid shear stress and atherosclerosis"	138	11.303	4.6308e-07	3.1509e-06	-11.113	1	1	26.226	8.364e-10	2.1816e-08	80	24.587	2.276e-08	3.0578e-07	58	11.578	0.013545	0.067877
"216"	"Ferroptosis"	38	4.3579	0.036366	0.098979	-4.3579	0.9661	1	13.094	0.0024979	0.0067401	22	11.339	0.0096599	0.030151	16	6.8834	0.049662	0.18215
"217"	"Fc gamma R-mediated phagocytosis"	84	18.008	3.2163e-13	9.1519e-12	-17.788	1	1	24.709	7.2764e-12	2.8469e-10	61	24.556	4.2846e-10	1.1123e-08	23	7.2303	0.079047	0.23563
"218"	"Fc epsilon RI signaling pathway"	63	9.3079	3.1786e-05	0.00014013	-9.3082	0.99997	1	16.051	0.0003124	0.0010629	37	16.574	9.9706e-05	0.00057054	26	5.2148	0.43867	0.62269
"219"	"Fatty acid metabolism"	51	-6.7797	0.99417	1	6.7797	0.0074969	0.081642	13.116	0.006061	0.014468	18	5.5347	0.52406	0.72944	33	12.218	0.00024784	0.0036939
"220"	"Fatty acid elongation"	26	-3.2799	0.88546	1	3.2799	0.12301	0.704	6.2291	0.35177	0.45927	11	2.2033	0.81087	0.90782	15	6.3143	0.10829	0.28013
"221"	"Fatty acid degradation"	47	-9.3176	0.99989	1	9.3176	0.00014707	0.003288	11.064	0.042571	0.081248	11	3.0429	0.7014	0.83359	36	10.96	0.0036612	0.02795
"222"	"Fatty acid biosynthesis"	12	-0.24044	0.51905	0.76672	0.24044	0.48799	1	5.0559	0.25992	0.35998	6	3.2897	0.45456	0.67039	6	3.8604	0.21129	0.40823
"223"	"Fat digestion and absorption"	36	-1.1684	0.61901	0.86496	1.1684	0.39419	1	5.7784	0.59775	0.69552	17	3.4556	0.82425	0.91616	19	4.6852	0.385	0.58004
"224"	"Fanconi anemia pathway"	48	-2.1488	0.76339	0.99665	2.1488	0.25337	1	5.7125	0.76956	0.84993	21	2.8084	0.93278	0.99048	27	5.14	0.44345	0.62522
"225"	"Ether lipid metabolism"	41	-1.2281	0.63518	0.87583	1.2281	0.3803	1	6.3681	0.59416	0.69393	19	4.0553	0.75612	0.87205	22	4.9248	0.41104	0.60686
"226"	"Estrogen signaling pathway"	94	8.854	9.0879e-05	0.00037428	-8.5002	0.99987	1	19.415	5.4412e-05	0.00023987	53	18.884	5.3742e-05	0.00033213	41	7.9275	0.17074	0.35193
"227"	"ErbB signaling pathway"	84	7.0598	0.0017076	0.0061433	-6.8941	0.99812	1	19.939	2.0164e-06	1.2375e-05	48	17.69	3.1439e-05	0.00019826	36	10.03	0.013634	0.067877
"228"	"Epstein-Barr virus infection"	199	15.824	3.5785e-12	7.0004e-11	-15.568	1	1	24.298	3.2429e-05	0.0001586	126	24.682	8.6632e-06	6.8639e-05	73	7.6915	0.56722	0.73062
"229"	"Endometrial cancer"	49	2.8773	0.082501	0.19416	-2.8776	0.92181	1	15.094	0.00031696	0.0010668	26	12.292	0.011478	0.034192	23	8.9626	0.010822	0.058402
"230"	"Endocytosis"	267	16.644	1.3186e-12	2.7515e-11	-16.417	1	1	30.056	1.261e-08	1.716e-07	164	29.461	1.6655e-08	2.3392e-07	103	11.216	0.21802	0.4161
"231"	"Endocrine resistance"	92	9.1563	7.1617e-05	0.00029888	-8.9739	0.9999	1	18.32	0.0001555	0.00061387	58	16.682	0.0019063	0.0075518	34	8.3468	0.082988	0.2392
"232"	"Endocrine and other factor-regulated calcium reabsorption"	48	1.4365	0.23601	0.45044	-1.4365	0.77625	1	6.9529	0.57594	0.68026	22	7.3519	0.2906	0.51167	26	2.6844	0.8767	0.95281
"233"	"EGFR tyrosine kinase inhibitor resistance"	78	6.6794	0.0020185	0.0071794	-6.6796	0.9982	1	18.084	4.9744e-05	0.00022565	50	14.852	0.0072275	0.023759	28	10.335	0.0047606	0.031704
"234"	"ECM-receptor interaction"	82	7.8654	0.00037653	0.0014918	-6.9521	0.99876	1	18.151	0.00010197	0.00042716	40	19.165	1.0586e-06	9.3458e-06	42	6.6588	0.39913	0.59489
"235"	"Drug metabolism - other enzymes"	49	0.11437	0.41587	0.69847	0.76405	0.45504	1	8.6849	0.29146	0.38985	19	8.716	0.097848	0.20568	29	5.7588	0.38546	0.58004
"236"	"Drug metabolism - cytochrome P450"	64	-8.5645	0.99917	1	8.5645	0.0011171	0.017483	7.8898	0.59332	0.69393	17	1.8211	0.95072	0.99319	46	9.4097	0.076567	0.2347
"237"	"Dorso-ventral axis formation"	25	4.9179	0.019816	0.059637	-2.3055	0.85471	1	10.814	0.0064554	0.015192	16	9.2312	0.042546	0.10191	9	5.7154	0.075613	0.2347
"238"	"Dopaminergic synapse"	125	-0.55975	0.48068	0.75604	0.56003	0.55061	1	17.127	0.0090087	0.020582	56	13.086	0.080713	0.17564	69	11.262	0.04162	0.15961
"239"	"Dilated cardiomyopathy"	86	1.2258	0.21843	0.42654	-1.0845	0.77898	1	18.981	9.9026e-06	5.4313e-05	39	16.276	0.00022555	0.0011813	46	12.177	0.0025838	0.02167
"240"	"DNA replication"	34	-1.9939	0.73895	0.98422	1.9939	0.27984	1	6.4883	0.45161	0.56093	16	3.0567	0.82838	0.91745	18	6.0354	0.16004	0.34546
"241"	"D-Glutamine and D-glutamate metabolism"	2	0.02217	0.49714	0.7599	-0.02217	0.50783	1	1.1487	0.57322	0.67961	1	0.83205	0.57395	0.75148	1	0.79253	0.53325	0.70035
"242"	"D-Arginine and D-ornithine metabolism"	1	-0.15728	0.50266	0.76006	0.15728	0.49999	1	-1.1505	0.83236	0.89552	0	NA	NA	NA	1	-1.1505	0.85306	0.93555
"243"	"Cytosolic DNA-sensing pathway"	49	11.716	1.2985e-07	9.4522e-07	-11.716	1	1	14.028	0.0016433	0.0045924	34	15.21	0.00048633	0.0023119	15	2.4537	0.74155	0.87908
"244"	"Cytokine-cytokine receptor interaction"	234	21.376	0	0	-20.218	1	1	28.03	6.4038e-08	6.9117e-07	142	32.056	8.7974e-13	3.8834e-11	91	5.7652	0.95326	0.99789
"245"	"Cysteine and methionine metabolism"	45	-4.8038	0.96532	1	4.8038	0.039592	0.30981	12.797	0.0059905	0.014423	20	5.8405	0.53295	0.73456	25	11.945	9.8228e-05	0.0020497
"246"	"Complement and coagulation cascades"	85	10.608	3.9184e-06	2.1146e-05	-9.9297	0.99999	1	19.335	1.0748e-05	5.7017e-05	53	19.19	3.1386e-05	0.00019826	32	6.8163	0.23557	0.44152
"247"	"Colorectal cancer"	59	4.502	0.020885	0.061094	-4.5023	0.98088	1	14.67	0.0015731	0.0044359	33	12.555	0.01761	0.048154	26	7.9537	0.057559	0.20473
"248"	"Collecting duct acid secretion"	25	-3.1189	0.86922	1	3.1189	0.13757	0.73368	3.5559	0.78418	0.86055	9	0.63512	0.92573	0.98638	16	3.9685	0.43846	0.62269
"249"	"Cocaine addiction"	46	-0.39118	0.49375	0.7599	0.39118	0.52491	1	9.554	0.15038	0.24015	21	7.0301	0.34581	0.5776	25	6.5165	0.17551	0.35718
"250"	"Citrate cycle (TCA cycle)"	29	-14.342	1	1	14.342	7.2899e-09	3.2596e-07	14.251	4.855e-05	0.00022347	3	1.1692	0.67813	0.8255	26	14.654	2.1823e-07	6.8306e-06
"251"	"Circadian rhythm"	29	-0.80795	0.56993	0.81086	0.80795	0.4419	1	7.324	0.22411	0.32448	13	5.2591	0.3845	0.62863	16	5.1197	0.22825	0.43037
"252"	"Circadian entrainment"	94	-3.239	0.85629	1	3.2394	0.15824	0.78651	11.78	0.26675	0.36781	36	8.2923	0.4521	0.67039	58	8.464	0.25538	0.46745
"253"	"Chronic myeloid leukemia"	70	11.744	1.789e-07	1.2726e-06	-11.744	1	1	18.735	8.1626e-06	4.5623e-05	50	17.412	0.00017212	0.00093309	20	7.5197	0.041815	0.15961
"254"	"Cholinergic synapse"	108	2.631	0.094376	0.2172	-2.6309	0.91376	1	14.943	0.038894	0.075614	54	12.809	0.089581	0.19223	54	8.3236	0.24849	0.46022
"255"	"Choline metabolism in cancer"	96	3.159	0.056774	0.13992	-3.1591	0.94544	1	14.194	0.045217	0.085259	57	10.469	0.43284	0.64926	39	9.6132	0.028923	0.12933
"256"	"Chemokine signaling pathway"	178	19.579	4.4409e-16	1.7375e-14	-18.934	1	1	27.682	9.5018e-10	2.2877e-08	112	30.122	5.8575e-13	3.62e-11	65	7.2875	0.58879	0.75221
"257"	"Chemical carcinogenesis"	90	-6.738	0.99401	1	6.8413	0.0068506	0.079416	8.2277	0.78632	0.86055	27	4.1274	0.88605	0.95397	62	8.2318	0.37019	0.56799
"258"	"Chagas disease (American trypanosomiasis)"	99	12.215	5.0837e-08	4.1873e-07	-12.215	1	1	19.113	6.7922e-05	0.00029123	62	19.85	1.3203e-05	9.6894e-05	37	5.5674	0.53138	0.70035
"259"	"Central carbon metabolism in cancer"	61	10.968	1.7205e-06	1.0559e-05	-10.757	1	1	20.814	2.7082e-08	3.1395e-07	41	19.01	3.7676e-06	3.0637e-05	20	9.1315	0.0051223	0.033401
"260"	"Cell cycle"	119	3.4866	0.049853	0.12483	-3.4866	0.95433	1	15.816	0.027356	0.054193	66	12.588	0.2104	0.3847	53	9.653	0.077235	0.2347
"261"	"Cell adhesion molecules (CAMs)"	147	10.648	1.911e-06	1.1503e-05	-10.314	1	1	13.029	0.47872	0.58991	86	15.09	0.091001	0.19393	61	2.309	0.99687	1
"262"	"Cardiac muscle contraction"	71	-8.7477	0.99967	1	8.9034	0.00039395	0.0072534	14.296	0.0097689	0.021998	23	6.7583	0.45995	0.67039	47	14.04	7.4252e-05	0.0016601
"263"	"Carbon metabolism"	111	-9.2979	0.99985	1	9.3963	0.00019975	0.0041682	23.583	1.6054e-08	2.0937e-07	40	12.538	0.032324	0.07927	71	20.076	5.528e-10	3.4605e-08
"264"	"Carbohydrate digestion and absorption"	42	0.40691	0.38592	0.66737	-0.40691	0.62834	1	7.4778	0.38801	0.49978	21	6.1752	0.49472	0.70446	21	4.4	0.4975	0.67069
"265"	"Calcium signaling pathway"	173	-3.0834	0.83424	1	3.237	0.17377	0.84986	14.321	0.42856	0.53871	83	8.0245	0.95784	0.99654	90	12.15	0.050049	0.18215
"266"	"Caffeine metabolism"	4	-0.16027	0.51661	0.76672	0.16027	0.49184	1	3.8861	0.21124	0.31042	2	2.6315	0.36081	0.59804	2	2.8643	0.21125	0.40823
"267"	"Butanoate metabolism"	25	-8.7536	0.9996	1	8.7536	0.00044564	0.0077491	8.0975	0.1036	0.17332	3	2.4858	0.4524	0.67039	22	7.714	0.05417	0.19489
"268"	"Breast cancer"	141	4.6619	0.010453	0.032718	-4.662	0.99148	1	14.421	0.19604	0.2908	81	11.833	0.50648	0.71581	60	8.3578	0.31056	0.52626
"269"	"Bladder cancer"	37	11.693	7.9362e-07	5.2852e-06	-11.228	1	1	17.487	1.1158e-06	7.276e-06	28	16.102	1.3484e-05	9.6894e-05	9	7.0537	0.016879	0.082549
"270"	"Biotin metabolism"	2	-3.3097	0.90597	1	3.3097	0.10025	0.61525	2.9243	0.26809	0.36803	0	NA	NA	NA	2	2.9243	0.20224	0.40064
"271"	"Biosynthesis of unsaturated fatty acids"	27	-0.21027	0.50251	0.76006	0.21027	0.51162	1	5.2787	0.53842	0.65068	14	3.3101	0.7668	0.8757	13	4.1723	0.36188	0.56432
"272"	"Biosynthesis of amino acids"	73	0.71139	0.31291	0.57274	-0.40942	0.66057	1	17.411	5.0503e-05	0.00022582	37	12.444	0.028069	0.070429	36	12.178	0.00047832	0.006238
"273"	"Bile secretion"	68	-2.3691	0.7699	0.99665	2.3695	0.24602	1	10.753	0.19106	0.28672	29	6.3478	0.64366	0.79876	39	8.7255	0.074888	0.2347
"274"	"Base excision repair"	32	-0.38809	0.52595	0.76672	0.38809	0.48768	1	3.9447	0.82373	0.89214	18	1.9809	0.94433	0.99319	14	3.7176	0.48182	0.65285
