"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"138"	"Mucin type O-glycan biosynthesis"	26	2.9746	0.041669	0.1027	-2.9746	0.9591	1	1.3105	0.38076	0.54171	17	2.1798	0.34072	0.55657	9	-0.76833	0.77617	1
"139"	"Morphine addiction"	87	0.26621	0.66181	0.82243	-0.26621	0.33958	1	-0.054122	0.83868	0.899	40	0.88972	0.81618	0.9193	47	-0.89443	0.86805	1
"140"	"Mitophagy - animal"	61	0.21839	0.64767	0.81385	-0.21839	0.35352	1	6.3879	0.00063871	0.0026305	25	6.3549	0.0050719	0.0172	36	3.0194	0.012863	0.18989
"141"	"Mismatch repair"	21	-6.338	1	1	6.338	2.7691e-06	0.00043337	5.7542	0.00091865	0.0036864	3	0.82795	0.46673	0.67106	18	5.8773	3.7001e-06	0.001147
"142"	"Mineral absorption"	42	2.8709	0.067275	0.14522	-2.8709	0.93494	1	1.5582	0.3716	0.53782	25	2.6436	0.34047	0.55657	17	-0.75667	0.79755	1
"143"	"MicroRNAs in cancer"	139	10.039	3.9279e-10	4.9177e-09	-10.039	1	1	12.009	5.9951e-11	1.8765e-09	88	13.337	5.2993e-09	9.1855e-08	51	2.3061	0.058366	0.38497
"144"	"Metabolism of xenobiotics by cytochrome P450"	63	1.69	0.28652	0.45065	-1.69	0.71683	1	0.17296	0.74839	0.85011	33	1.4947	0.63757	0.80334	29	0.18497	0.54504	0.97222
"145"	"Metabolic pathways"	1265	3.6876	0.41469	0.61809	-3.5962	0.57064	1	11.436	0.0001585	0.00082682	579	13.845	0.0020552	0.0080152	684	3.4421	0.050061	0.3695
"146"	"Melanoma"	67	3.0311	0.060255	0.13568	-3.0311	0.94147	1	4.0846	0.038455	0.094214	36	5.3969	0.027318	0.074766	31	0.18907	0.53582	0.97222
"147"	"Melanogenesis"	96	4.347	0.0057608	0.016542	-4.347	0.99455	1	1.8299	0.43926	0.60302	53	4.8416	0.095598	0.21365	43	-2.6411	0.99355	1
"148"	"Measles"	121	7.0879	1.9218e-05	9.2541e-05	-6.1974	0.99979	1	7.1813	0.00038037	0.001777	72	8.7989	0.00054922	0.0025963	49	0.619	0.4421	0.93232
"149"	"Maturity onset diabetes of the young"	19	2.4739	0.072288	0.15288	-2.4739	0.9286	1	-0.12943	0.68942	0.80519	12	1.0115	0.57961	0.75507	7	-1.5376	0.93043	1
"150"	"Mannose type O-glycan biosynthesis"	22	-1.3831	0.89882	1	1.3831	0.10059	0.87459	0.49258	0.54864	0.70669	6	1.1787	0.44602	0.65333	16	-0.14422	0.61586	1
"151"	"Malaria"	46	11.782	1.0991e-13	2.8669e-12	-11.782	1	1	10.659	1.2394e-09	2.5862e-08	33	13.046	1.7629e-11	5.0004e-10	13	-0.73643	0.78084	1
"152"	"MAPK signaling pathway"	246	12.124	1.7542e-14	6.1006e-13	-11.481	1	1	14.355	9.7922e-14	8.6962e-12	147	16.936	5.4512e-14	3.4015e-12	98	2.8298	0.032283	0.29435
"153"	"Lysosome"	120	-1.6159	0.97468	1	1.6159	0.025311	0.33388	4.2471	0.068323	0.1561	52	2.3823	0.59895	0.75964	68	3.5588	0.0053958	0.14167
"154"	"Lysine degradation"	56	-2.5132	0.98651	1	2.5132	0.013418	0.28	2.3941	0.2393	0.3963	18	1.5882	0.49936	0.69244	38	1.8133	0.11055	0.56811
"155"	"Lysine biosynthesis"	1	1.1318	0.22894	0.37903	-1.1318	0.77121	1	0.65039	0.38486	0.54262	1	0.65039	0.42177	0.62963	0	NA	NA	NA
"156"	"Longevity regulating pathway - multiple species"	60	5.111	0.0017231	0.0057374	-3.8464	0.98204	1	7.5943	4.1589e-05	0.00027119	32	8.7886	6.1391e-05	0.00035471	28	1.7216	0.12183	0.58304
"157"	"Longevity regulating pathway"	88	3.0111	0.07202	0.15288	-3.0111	0.92991	1	4.3512	0.03872	0.094214	50	4.4841	0.14602	0.29777	38	1.4778	0.17342	0.69817
"158"	"Long-term potentiation"	63	2.8973	0.079438	0.16466	-2.8973	0.92277	1	2.5575	0.20432	0.35727	32	4.3002	0.10631	0.23194	31	-0.72309	0.79717	1
"159"	"Long-term depression"	57	2.1007	0.16212	0.29332	-2.1007	0.84191	1	2.4304	0.22709	0.38443	30	3.1169	0.25712	0.45068	27	0.24584	0.54487	0.97222
"160"	"Lipoic acid metabolism"	2	-0.24064	0.58111	0.76424	0.24064	0.41891	1	0.23365	0.51586	0.68416	1	-0.089593	0.59785	0.75964	1	0.42003	0.36001	0.88387
"161"	"Linoleic acid metabolism"	46	3.4055	0.037085	0.092124	-3.4055	0.96378	1	0.61183	0.62868	0.7531	28	2.6443	0.35477	0.57187	18	-2.3199	0.98158	1
"162"	"Leukocyte transendothelial migration"	107	10.017	7.4405e-10	8.6255e-09	-10.017	1	1	9.1666	5.5286e-07	5.967e-06	66	12.524	7.7447e-09	1.2082e-07	41	-1.0819	0.89835	1
"163"	"Leishmaniasis"	64	9.4062	8.453e-10	9.4492e-09	-9.4062	1	1	7.6579	2.5405e-05	0.00016918	46	9.3616	2.4607e-05	0.00017449	18	-0.52564	0.74199	1
"164"	"Legionellosis"	56	12.515	1.3323e-15	5.9571e-14	-11.206	1	1	12.359	3.3973e-13	1.7564e-11	39	14.338	5.2047e-13	2.0298e-11	17	0.71335	0.34424	0.87908
"165"	"Jak-STAT signaling pathway"	133	7.4963	5.1398e-06	2.7267e-05	-7.4963	1	1	7.2098	0.00021414	0.0010639	81	8.6472	0.00074523	0.0033933	52	0.73816	0.40279	0.92492
"166"	"Intestinal immune network for IgA production"	40	4.5597	0.0032021	0.0096371	-4.5597	0.997	1	0.29166	0.68321	0.80092	28	1.9529	0.5066	0.69629	12	-2.4507	0.98674	1
"167"	"Insulin signaling pathway"	136	3.5812	0.047049	0.11416	-3.5812	0.95401	1	5.7813	0.0079275	0.02439	76	5.8417	0.061341	0.14836	60	2.1294	0.08381	0.4609
"168"	"Insulin secretion"	80	0.23359	0.68444	0.84342	-0.23359	0.31734	1	2.3068	0.29411	0.44688	37	2.1402	0.53186	0.72148	43	1.1612	0.26904	0.81046
"169"	"Insulin resistance"	106	4.188	0.015712	0.041677	-4.188	0.98512	1	8.9457	2.0582e-06	1.8948e-05	58	8.9458	0.00013505	0.00071417	48	3.4602	0.006265	0.14167
"170"	"Inositol phosphate metabolism"	69	-0.62253	0.84221	0.96916	0.62253	0.15806	1	3.5398	0.091961	0.19581	33	2.0257	0.5125	0.69826	36	2.9611	0.014516	0.20054
"171"	"Influenza A"	150	10.672	1.7281e-11	2.9227e-10	-9.7877	1	1	10.495	9.8045e-09	1.6911e-07	95	12.488	1.179e-07	1.5994e-06	55	0.91901	0.37234	0.88387
"172"	"Inflammatory mediator regulation of TRP channels"	118	5.3013	0.00084853	0.0031246	-5.3013	0.9992	1	4.5625	0.040956	0.09861	73	5.2925	0.10238	0.22495	45	0.64734	0.41232	0.93232
"173"	"Inflammatory bowel disease (IBD)"	55	7.2985	2.9425e-06	1.6447e-05	-7.2985	1	1	5.329	0.0064893	0.02094	36	7.4721	0.00073369	0.0033933	19	-1.2186	0.88107	1
"174"	"IL-17 signaling pathway"	84	14.944	0	0	-14.944	1	1	12.743	3.928e-13	1.7564e-11	62	15.534	4.6407e-14	3.4015e-12	22	-1.1766	0.89639	1
"175"	"Hypertrophic cardiomyopathy (HCM)"	81	6.0293	0.00019074	0.00076539	-6.0293	0.99982	1	6.6593	0.00071917	0.0029234	40	10.543	1.469e-06	1.6975e-05	40	0.2318	0.53309	0.97222
"176"	"Huntingtons disease"	178	0.82698	0.63828	0.81212	-0.82698	0.36528	1	0.94057	0.7898	0.87352	89	1.3278	0.90512	0.94133	89	0.0023347	0.66594	1
"177"	"Homologous recombination"	37	-3.7839	0.99877	1	3.7839	0.0011576	0.045291	2.5321	0.17827	0.32068	11	0.22832	0.71902	0.84338	26	2.8722	0.020616	0.26629
"178"	"Histidine metabolism"	24	1.3037	0.29583	0.46067	-1.3037	0.70643	1	2.4093	0.14948	0.28529	10	3.8299	0.051443	0.12638	14	-0.082347	0.62507	1
"179"	"Hippo signaling pathway -multiple species"	25	7.0385	2.8156e-06	1.6023e-05	-7.0385	1	1	4.6776	0.0079482	0.02439	21	5.7486	0.0096832	0.030517	4	-1.4777	0.92242	1
"180"	"Hippo signaling pathway"	150	11.281	8.8063e-13	1.8376e-11	-11.281	1	1	9.3784	5.0554e-07	5.6512e-06	101	12.217	2.3121e-07	2.9183e-06	49	-1.1318	0.90856	1
"181"	"Herpes simplex infection"	184	5.582	0.0016761	0.0056411	-5.582	0.99847	1	5.2478	0.027001	0.070428	104	7.4633	0.01606	0.046829	79	0.36941	0.55152	0.97449
"182"	"Hepatitis C"	116	4.4368	0.0078192	0.021852	-4.4368	0.99276	1	4.804	0.034251	0.086455	67	5.6809	0.064226	0.15414	49	0.74856	0.39937	0.92391
"183"	"Hepatitis B"	130	8.9087	2.089e-08	1.8163e-07	-8.9087	1	1	8.9065	1.7832e-05	0.00012403	84	10.538	1.7909e-05	0.00013628	46	0.73221	0.38213	0.89069
"184"	"Hematopoietic cell lineage"	88	11.314	5.9996e-13	1.3413e-11	-11.314	1	1	8.9331	2.5267e-06	2.0812e-05	58	12.363	6.0416e-09	9.921e-08	30	-1.8908	0.97748	1
"185"	"Hedgehog signaling pathway"	43	1.7966	0.21362	0.36142	-1.7966	0.78773	1	3.1746	0.092858	0.19638	24	2.9123	0.25895	0.45135	19	1.5027	0.14991	0.62799
"186"	"HTLV-I infection"	264	8.847	1.2479e-07	8.6796e-07	-8.8061	1	1	9.3407	7.2198e-06	5.6281e-05	148	12.733	5.9322e-07	7.1187e-06	116	-0.2907	0.79144	1
"187"	"HIF-1 signaling pathway"	98	6.931	2.5152e-05	0.0001175	-6.931	0.99998	1	7.0574	0.00054661	0.0023437	61	8.6162	0.00047529	0.002317	37	0.42239	0.48598	0.96349
"188"	"Graft-versus-host disease"	49	5.2656	0.0010832	0.0038094	-5.2656	0.99901	1	0.73389	0.59494	0.73896	32	3.6827	0.18688	0.36215	17	-3.8066	0.99965	1
"189"	"GnRH signaling pathway"	85	5.1772	0.0018474	0.0060234	-5.0449	0.99772	1	6.0362	0.0027965	0.0097255	46	7.8819	0.00075045	0.0033933	39	0.35113	0.5126	0.97222
"190"	"Glyoxylate and dicarboxylate metabolism"	28	-2.3348	0.97408	1	2.3348	0.025601	0.33388	1.3599	0.37407	0.53782	9	0.042395	0.74399	0.85972	19	1.6217	0.12843	0.60233
"191"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	23	-1.7449	0.93992	1	1.7449	0.059569	0.66589	2.3955	0.14913	0.28529	9	0.88138	0.57054	0.75109	14	2.3638	0.038672	0.32401
"192"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	26	3.6386	0.013904	0.037197	-3.6386	0.98646	1	2.9574	0.091145	0.1954	15	4.7675	0.026637	0.073547	11	-1.0205	0.83835	1
"193"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	15	2.8044	0.061318	0.13612	-2.8044	0.93971	1	2.5857	0.10775	0.22336	9	3.5514	0.089594	0.20256	6	-0.26123	0.63192	1
"194"	"Glycosphingolipid biosynthesis - ganglio series"	14	-0.4227	0.70465	0.85819	0.4227	0.29599	1	0.069504	0.62446	0.7531	7	-0.61954	0.84293	0.92358	7	0.71783	0.33375	0.87908
"195"	"Glycosaminoglycan degradation"	18	-1.4856	0.90171	1	1.4856	0.09778	0.87459	0.35084	0.59463	0.73896	7	-0.63271	0.8448	0.92358	11	0.95353	0.23654	0.78846
"196"	"Glycosaminoglycan biosynthesis - keratan sulfate"	12	1.4949	0.19282	0.3353	-1.4949	0.80747	1	2.523	0.10399	0.21699	7	2.4038	0.21571	0.39589	5	1.0643	0.21922	0.77863
"197"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	23	2.3221	0.11008	0.214	-2.3221	0.89221	1	1.48	0.31525	0.47439	14	1.6558	0.4345	0.64248	9	0.30078	0.45176	0.93364
"198"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	19	3.6766	0.010028	0.027295	-3.6766	0.99021	1	2.0594	0.19566	0.346	14	2.8221	0.20298	0.38402	5	-0.70783	0.76074	1
"199"	"Glycolysis / Gluconeogenesis"	62	0.78308	0.49574	0.70211	-0.78308	0.50536	1	2.8486	0.15556	0.29509	27	3.1537	0.22611	0.40778	35	1.0215	0.30602	0.83539
"200"	"Glycine, serine and threonine metabolism"	39	1.6116	0.25033	0.39774	-1.6116	0.75276	1	2.4815	0.17328	0.31627	21	2.7342	0.29469	0.50519	18	0.69952	0.36981	0.88387
"201"	"Glycerophospholipid metabolism"	90	1.5977	0.31426	0.48455	-1.5977	0.6894	1	3.1073	0.15808	0.29807	40	4.9213	0.076648	0.1798	50	-0.23289	0.71296	1
"202"	"Glycerolipid metabolism"	56	2.1317	0.17993	0.31998	-2.1317	0.82262	1	2.9627	0.14052	0.2715	22	6.024	0.0050648	0.0172	34	-1.0435	0.88333	1
"203"	"Glutathione metabolism"	55	-0.084349	0.69986	0.85569	0.084349	0.30109	1	0.38415	0.70267	0.81545	25	0.096778	0.85789	0.92358	30	0.43179	0.49254	0.96349
"204"	"Glutamatergic synapse"	110	2.5423	0.14456	0.26774	-2.5423	0.85874	1	0.4131	0.78686	0.87352	63	1.1363	0.86767	0.9271	47	-0.6836	0.82738	1
"205"	"Glucagon signaling pathway"	95	2.3853	0.14956	0.27375	-2.3853	0.85395	1	5.4096	0.0077375	0.024218	46	6.3827	0.011364	0.034422	49	1.3481	0.22333	0.77863
"206"	"Glioma"	62	3.4297	0.026945	0.069131	-3.4297	0.97352	1	4.3566	0.024547	0.064566	36	4.8879	0.053385	0.13013	26	0.97604	0.30343	0.83539
"207"	"Gastric acid secretion"	70	0.50122	0.58979	0.7724	-0.50122	0.41206	1	-0.23138	0.83682	0.899	34	0.47155	0.85542	0.92358	36	-0.78091	0.8034	1
"208"	"Gap junction"	84	5.1818	0.00089431	0.0032549	-5.1818	0.99918	1	3.0527	0.16255	0.30285	53	4.2769	0.16713	0.32719	31	-0.5672	0.75954	1
"209"	"Galactose metabolism"	31	2.2924	0.10041	0.19891	-2.2924	0.90098	1	4.17	0.019167	0.051276	15	5.0471	0.017995	0.051509	16	0.91763	0.27274	0.81046
"210"	"GABAergic synapse"	83	1.474	0.3429	0.52355	-1.474	0.66053	1	-0.44727	0.89125	0.94721	45	0.52217	0.90166	0.94087	38	-1.2293	0.91011	1
"211"	"Fructose and mannose metabolism"	34	-0.044923	0.64168	0.81314	0.044923	0.35886	1	1.7329	0.30512	0.46137	15	1.2514	0.55343	0.74108	19	1.2063	0.2132	0.76852
"212"	"FoxO signaling pathway"	128	5.5123	0.0009572	0.0034437	-5.5123	0.99913	1	8.1648	2.165e-05	0.00014732	79	7.9119	0.0034475	0.012507	49	3.1503	0.011245	0.18348
"213"	"Folate biosynthesis"	12	0.1977	0.51782	0.71461	-0.1977	0.48234	1	1.7575	0.21796	0.37485	4	2.6023	0.15393	0.3059	8	0.31239	0.44981	0.93364
"214"	"Focal adhesion"	196	15.727	0	0	-15.707	1	1	13.935	1.5921e-13	9.9663e-12	133	17.211	4.5997e-13	2.0298e-11	63	-0.42697	0.77467	1
"215"	"Fluid shear stress and atherosclerosis"	138	11.275	5.0075e-12	9.2198e-11	-11.275	1	1	11.283	6.2837e-10	1.4049e-08	92	12.684	2.5396e-08	3.7731e-07	46	1.6044	0.14942	0.62799
"216"	"Ferroptosis"	38	4.6443	0.0030344	0.009221	-4.6442	0.9971	1	5.6462	0.0012756	0.0049909	22	6.7269	0.0013823	0.0056997	16	0.81336	0.30285	0.83539
"217"	"Fc gamma R-mediated phagocytosis"	84	9.6666	1.0605e-10	1.5087e-09	-9.4143	1	1	8.9896	9.2144e-07	9.3036e-06	62	9.6707	3.8543e-05	0.00024541	22	1.3312	0.20762	0.7572
"218"	"Fc epsilon RI signaling pathway"	63	4.9615	0.0021579	0.006892	-4.9615	0.998	1	6.5621	0.00042166	0.0018854	37	7.3619	0.0012388	0.0052232	26	1.4325	0.18886	0.71399
"219"	"Fatty acid metabolism"	51	-2.3619	0.98267	1	2.3619	0.017034	0.31363	3.2255	0.10005	0.21017	18	1.7262	0.4659	0.67106	33	2.735	0.028661	0.29435
"220"	"Fatty acid elongation"	26	-0.027195	0.65004	0.81385	0.027195	0.3504	1	-0.30043	0.75937	0.85599	10	0.95479	0.53897	0.72796	16	-1.1378	0.87201	1
"221"	"Fatty acid degradation"	47	-2.5294	0.98025	1	2.5294	0.019575	0.32679	1.5474	0.39779	0.55584	17	-0.17095	0.85172	0.92358	30	2.0655	0.074695	0.44529
"222"	"Fatty acid biosynthesis"	12	-0.89177	0.79127	0.92759	0.89177	0.20869	1	1.6963	0.22943	0.38443	6	0.045735	0.6939	0.82949	6	2.3532	0.030743	0.29435
"223"	"Fat digestion and absorption"	36	2.2262	0.11622	0.22318	-2.2262	0.88475	1	1.1491	0.4549	0.61638	17	3.8336	0.075829	0.17923	19	-2.0446	0.96808	1
"224"	"Fanconi anemia pathway"	48	-2.3806	0.98769	1	2.3806	0.012167	0.27202	3.0945	0.11625	0.23475	18	0.96533	0.647	0.80746	30	3.1665	0.0081829	0.15854
"225"	"Ether lipid metabolism"	41	1.7482	0.23127	0.37903	-1.7482	0.77133	1	0.8508	0.5779	0.72937	20	2.5974	0.27875	0.48049	21	-1.346	0.89135	1
"226"	"Estrogen signaling pathway"	94	9.19	2.5453e-09	2.6137e-08	-8.0539	1	1	8.6623	1.2497e-06	1.2223e-05	59	10.645	2.4185e-06	2.4342e-05	35	0.37442	0.50606	0.97222
"227"	"ErbB signaling pathway"	84	6.5047	2.2933e-05	0.00010876	-6.3716	0.99997	1	8.6807	2.4045e-06	2.034e-05	53	8.928	7.89e-05	0.00044758	31	2.6156	0.029847	0.29435
"228"	"Epstein-Barr virus infection"	199	8.4294	8.5137e-07	5.6698e-06	-7.735	0.99999	1	10.756	1.0144e-08	1.6911e-07	108	13.863	5.8463e-10	1.216e-08	91	0.8044	0.43135	0.93232
"229"	"Endometrial cancer"	49	2.7505	0.081794	0.16746	-2.7505	0.92041	1	3.9483	0.03883	0.094214	28	4.4317	0.08406	0.19284	21	0.91374	0.28378	0.81046
"230"	"Endocytosis"	267	8.7252	2.4572e-07	1.672e-06	-8.1255	1	1	11.859	1.0031e-08	1.6911e-07	151	13.563	5.5151e-08	7.8214e-07	116	2.5171	0.06513	0.40764
"231"	"Endocrine resistance"	92	5.6654	0.00055814	0.0020798	-5.5382	0.99929	1	6.2651	0.0022497	0.0080016	55	7.2986	0.0040179	0.014085	37	0.98055	0.30721	0.83539
"232"	"Endocrine and other factor-regulated calcium reabsorption"	48	0.5747	0.52597	0.71778	-0.5747	0.47628	1	-0.12534	0.78791	0.87352	21	1.0154	0.68645	0.82949	27	-1.0627	0.88664	1
"233"	"EGFR tyrosine kinase inhibitor resistance"	78	5.0416	0.0018853	0.0060836	-5.0416	0.99824	1	5.6523	0.0055629	0.018137	48	6.5078	0.012239	0.036716	30	0.88218	0.34054	0.87908
"234"	"ECM-receptor interaction"	82	7.6457	1.4969e-06	9.187e-06	-7.6457	1	1	5.5233	0.0069335	0.022145	46	9.2004	3.7012e-05	0.00024058	36	-2.0642	0.97097	1
"235"	"Drug metabolism - other enzymes"	49	4.1154	0.010691	0.028848	-3.9802	0.98716	1	2.9584	0.12567	0.25055	28	5.1399	0.037804	0.096678	20	0.38469	0.44562	0.93339
"236"	"Drug metabolism - cytochrome P450"	64	2.0168	0.19435	0.3354	-2.0168	0.80772	1	-0.56326	0.86757	0.92679	35	0.87283	0.79116	0.89917	28	-0.27596	0.68423	1
"237"	"Dorso-ventral axis formation"	25	2.7057	0.061111	0.13612	-2.7057	0.93993	1	1.3599	0.36348	0.52916	18	1.3245	0.56307	0.745	7	0.44601	0.42091	0.93232
"238"	"Dopaminergic synapse"	125	3.7658	0.032672	0.08247	-3.7658	0.9688	1	3.0248	0.23009	0.38443	74	3.5557	0.42791	0.63576	51	0.45235	0.47716	0.95432
"239"	"Dilated cardiomyopathy"	86	4.2794	0.0092705	0.025453	-4.2794	0.99138	1	4.7824	0.016625	0.04525	39	8.4737	0.00013816	0.00071841	46	-0.052862	0.64257	1
"240"	"DNA replication"	34	-3.9699	0.9989	1	3.9699	0.0010594	0.045291	4.3625	0.015033	0.041276	10	1.6003	0.38578	0.59742	24	4.1595	0.001089	0.056265
"241"	"D-Glutamine and D-glutamate metabolism"	2	0.43264	0.39886	0.60021	-0.43264	0.60154	1	-1.178	0.82191	0.89325	2	-1.178	0.84189	0.92358	0	NA	NA	NA
"242"	"D-Arginine and D-ornithine metabolism"	1	0.013278	0.51826	0.71461	-0.013278	0.48176	1	-2.3046	0.92435	0.9644	1	-2.3046	0.94298	0.96779	0	NA	NA	NA
"243"	"Cytosolic DNA-sensing pathway"	49	6.4103	6.4596e-05	0.00027697	-6.4103	0.99994	1	6.8763	0.00016498	0.00084651	33	7.5065	0.00052296	0.0025102	16	1.2531	0.1871	0.71399
"244"	"Cytokine-cytokine receptor interaction"	234	15.486	0	0	-15.485	1	1	10.634	2.4705e-07	3.2057e-06	154	15.751	1.0178e-11	3.1755e-10	79	-2.7651	0.99735	1
"245"	"Cysteine and methionine metabolism"	45	1.7572	0.2325	0.37903	-1.7572	0.7717	1	1.3021	0.44332	0.60334	24	1.9093	0.47971	0.68656	21	-0.13504	0.60498	1
"246"	"Complement and coagulation cascades"	85	10.665	1.7742e-11	2.9227e-10	-10.665	1	1	7.8802	4.8073e-05	0.00030708	61	10.789	2.3741e-06	2.4342e-05	24	-2.37	0.98438	1
"247"	"Colorectal cancer"	59	4.182	0.0069521	0.019604	-4.182	0.99332	1	6.5684	0.00039112	0.0018003	36	6.4423	0.0052924	0.017755	23	2.4604	0.041609	0.32746
"248"	"Collecting duct acid secretion"	25	-1.4812	0.91114	1	1.4812	0.088493	0.86557	-0.33964	0.76027	0.85599	8	-0.21185	0.76566	0.8815	17	-0.26655	0.66332	1
"249"	"Cocaine addiction"	46	3.111	0.055869	0.12879	-3.111	0.94526	1	2.4985	0.19682	0.3461	30	2.3987	0.40729	0.61389	16	0.95178	0.26322	0.81046
"250"	"Citrate cycle (TCA cycle)"	29	-4.3534	0.99958	1	4.3534	0.00040948	0.022447	1.7037	0.2862	0.43912	3	-0.1449	0.68716	0.82949	26	1.8486	0.11179	0.56811
"251"	"Circadian rhythm"	29	2.6204	0.07912	0.16466	-2.6204	0.92197	1	4.3191	0.012921	0.03611	18	3.8944	0.080102	0.18642	11	2.0312	0.049636	0.3695
"252"	"Circadian entrainment"	94	0.82056	0.51325	0.71461	-0.82056	0.49011	1	1.4216	0.53415	0.69374	46	1.7471	0.68939	0.82949	48	0.27903	0.5457	0.97222
"253"	"Chronic myeloid leukemia"	70	6.7747	4.2028e-05	0.00018793	-6.7747	0.99996	1	7.1491	0.00016916	0.00085397	45	8.3562	0.00025117	0.001264	25	0.7517	0.36802	0.88387
"254"	"Cholinergic synapse"	108	3.4587	0.050993	0.12091	-3.4587	0.95106	1	2.65	0.27008	0.4248	61	3.8054	0.31191	0.52889	47	-0.31813	0.74001	1
"255"	"Choline metabolism in cancer"	96	4.3961	0.0052041	0.015082	-4.3961	0.99509	1	4.3162	0.04269	0.102	54	5.9495	0.031664	0.085164	42	-0.22065	0.70593	1
"256"	"Chemokine signaling pathway"	178	10.818	2.9865e-12	5.8423e-11	-10.818	1	1	7.2931	0.0005734	0.0024253	114	11.32	2.9628e-06	2.8888e-05	63	-1.9343	0.97814	1
"257"	"Chemical carcinogenesis"	90	4.3728	0.0089523	0.024797	-4.3728	0.99152	1	1.0416	0.60474	0.74229	53	3.317	0.35013	0.56896	36	-1.0094	0.85066	1
"258"	"Chagas disease (American trypanosomiasis)"	99	8.8282	3.9957e-08	3.2912e-07	-8.8282	1	1	8.1774	1.2003e-05	8.5384e-05	68	9.3355	0.00011695	0.0006291	31	0.787	0.34596	0.87908
"259"	"Central carbon metabolism in cancer"	61	6.7815	1.1652e-05	5.9788e-05	-6.7815	0.99999	1	6.8317	0.00023518	0.0011502	41	7.5744	0.0011707	0.0050036	20	1.0862	0.23183	0.78846
"260"	"Cell cycle"	119	0.48032	0.66215	0.82243	-0.48032	0.34007	1	4.5377	0.049421	0.11631	63	3.0862	0.48399	0.68681	56	3.3413	0.010494	0.18073
"261"	"Cell adhesion molecules (CAMs)"	147	7.8862	9.7288e-07	6.344e-06	-7.8862	1	1	3.0318	0.25188	0.40848	86	7.5476	0.0075961	0.024687	61	-4.2553	0.99995	1
"262"	"Cardiac muscle contraction"	71	0.91173	0.48207	0.69533	-0.91173	0.52088	1	0.20114	0.77248	0.86661	33	1.7106	0.58769	0.75768	37	0.012789	0.62125	1
"263"	"Carbon metabolism"	111	-1.818	0.97445	1	1.818	0.025533	0.33388	2.7318	0.24315	0.39846	38	2.795	0.37756	0.58899	73	1.352	0.25059	0.80087
"264"	"Carbohydrate digestion and absorption"	42	1.1693	0.38967	0.58921	-1.1693	0.61316	1	0.20805	0.70342	0.81545	23	0.74918	0.72174	0.84338	19	-0.51496	0.72808	1
"265"	"Calcium signaling pathway"	173	1.9365	0.32709	0.50185	-1.7606	0.63353	1	1.9543	0.5442	0.70386	86	2.776	0.69388	0.82949	87	-0.0042608	0.67677	1
"266"	"Caffeine metabolism"	4	1.7379	0.13469	0.25094	-1.7379	0.86536	1	2.0622	0.13194	0.25973	3	1.9783	0.22392	0.40617	1	0.6979	0.27773	0.81046
"267"	"Butanoate metabolism"	25	-2.0378	0.95841	1	2.0378	0.041261	0.47832	0.81863	0.49492	0.65919	5	1.5109	0.33738	0.55657	20	0.15979	0.52168	0.97222
"268"	"Breast cancer"	141	4.1076	0.020904	0.054073	-4.1076	0.98036	1	4.8662	0.037053	0.092493	76	6.8545	0.015484	0.045575	65	-0.24475	0.72981	1
"269"	"Bladder cancer"	37	8.4756	2.051e-08	1.8163e-07	-8.2751	1	1	8.0257	6.4576e-06	5.1826e-05	25	9.8762	1.9188e-06	2.1381e-05	12	-0.16237	0.63124	1
"270"	"Biotin metabolism"	2	-2.1686	0.93636	1	2.1686	0.063303	0.68324	1.498	0.22633	0.38443	0	NA	NA	NA	2	1.498	0.12162	0.58304
"271"	"Biosynthesis of unsaturated fatty acids"	27	-0.15407	0.69643	0.85483	0.15407	0.30402	1	1.9733	0.2563	0.41091	12	1.9356	0.36226	0.57666	15	0.91623	0.27955	0.81046
"272"	"Biosynthesis of amino acids"	73	1.9391	0.22325	0.37367	-1.9391	0.78015	1	2.0823	0.32529	0.48484	34	3.6942	0.19868	0.38029	39	-0.60045	0.79819	1
"273"	"Bile secretion"	68	1.9125	0.22132	0.37243	-1.9125	0.78284	1	0.25725	0.74154	0.85011	39	0.21323	0.89919	0.94087	29	0.14665	0.55735	0.97615
"274"	"Base excision repair"	32	-3.4372	0.99741	1	3.4372	0.0025246	0.0878	2.1814	0.21296	0.36827	8	0.71813	0.5814	0.75507	24	2.1043	0.077482	0.44892
"275"	"Basal transcription factors"	41	-1.9746	0.96744	1	1.9746	0.032106	0.38651	0.47328	0.6666	0.78438	14	0.0051101	0.78168	0.89663	27	0.57954	0.43376	0.93232
