"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"137"	"N-Glycan biosynthesis"	48	-0.54904	0.50365	1	0.54904	0.49938	0.75147	-0.10627	0.37022	0.4474	22	0.99443	0.53897	0.8072	25	0.5618	0.16864	0.23414
"138"	"Mucin type O-glycan biosynthesis"	26	-1.3485	0.78271	1	1.3485	0.21741	0.45067	-1.373	0.69326	0.74058	6	0.94715	0.35609	0.66713	20	-2.0843	0.69863	0.74155
"139"	"Morphine addiction"	87	-0.26045	0.35204	1	0.26045	0.64986	0.84789	-0.91145	0.51914	0.5824	41	0.39569	0.7985	0.93183	46	-1.627	0.47807	0.55066
"140"	"Mitophagy - animal"	61	-1.0536	0.63628	1	1.0536	0.36546	0.59962	4.4902	0.00072627	0.0041331	26	3.4038	0.043354	0.24077	35	2.9941	0.0051512	0.016347
"141"	"Mismatch repair"	21	-3.6394	0.99442	1	3.6394	0.0055321	0.038479	3.2361	0.012769	0.032761	7	0.014653	0.7038	0.87905	14	3.9531	0.002464	0.0095789
"142"	"Mineral absorption"	42	-0.94103	0.62646	1	0.94103	0.37772	0.61258	0.2804	0.29849	0.37074	18	0.48501	0.6627	0.87655	24	-0.0491	0.24118	0.30867
"143"	"MicroRNAs in cancer"	139	-4.1278	0.99387	1	4.1278	0.0066701	0.04442	5.0505	6.6764e-05	0.0006741	52	2.2892	0.32948	0.64655	87	4.6141	3.3297e-05	0.00045023
"144"	"Metabolism of xenobiotics by cytochrome P450"	63	-7.938	1	1	9.5971	3.9335e-13	1.2312e-10	4.3429	0.00091514	0.004774	14	0.56563	0.59252	0.81642	48	5.8548	5.4987e-06	9.3648e-05
"145"	"Metabolic pathways"	1265	-5.4808	0.98535	1	5.4808	0.016256	0.080763	11.659	0	0	541	9.9182	0.00012227	0.0076055	722	7.4577	0	0
"146"	"Melanoma"	67	0.36479	0.20835	1	-0.36479	0.79067	0.93037	4.2394	0.0013178	0.0061565	31	4.6283	0.0038202	0.066005	36	1.4885	0.037391	0.07572
"147"	"Melanogenesis"	96	-0.51697	0.42938	1	0.51697	0.5732	0.80209	1.6755	0.05505	0.093646	41	2.833	0.1417	0.43942	55	-0.23248	0.17265	0.23727
"148"	"Measles"	121	-4.9308	0.9994	1	4.9308	0.00065595	0.0097767	2.6714	0.014097	0.035298	43	0.5149	0.81439	0.94154	78	2.945	0.0018092	0.0076397
"149"	"Maturity onset diabetes of the young"	19	-0.84927	0.6634	1	0.84927	0.3367	0.57705	-1.5524	0.73176	0.76602	6	-0.13834	0.70174	0.87905	13	-1.7828	0.68605	0.7332
"150"	"Mannose type O-glycan biosynthesis"	22	-1.3876	0.7846	1	1.3876	0.21721	0.45067	-0.51757	0.5324	0.59303	6	1.5052	0.20304	0.5397	16	-1.5287	0.61786	0.679
"151"	"Malaria"	46	-1.8373	0.84798	1	1.8373	0.15537	0.39218	2.4828	0.032526	0.065681	19	1.6601	0.31186	0.62172	27	1.8482	0.030353	0.065173
"152"	"MAPK signaling pathway"	246	-2.4157	0.84365	1	2.4157	0.15937	0.39399	3.5242	0.0011788	0.0057652	107	3.0204	0.33055	0.64655	138	2.7446	0.00040631	0.0025788
"153"	"Lysosome"	120	-7.3351	1	1	7.3351	2.1917e-07	9.7999e-06	5.8483	1.7176e-05	0.00024437	35	0.93156	0.65087	0.86876	85	6.351	2.1937e-07	9.7465e-06
"154"	"Lysine degradation"	56	-0.5558	0.48888	1	0.5558	0.51208	0.75614	3.169	0.0080245	0.023869	30	0.98819	0.56688	0.8072	26	3.5893	0.0018424	0.0076397
"155"	"Lysine biosynthesis"	1	1.5333	0.1082	0.96758	-1.5333	0.8918	0.99766	1.1493	0.2212	0.28969	1	1.1493	0.25925	0.57586	0	NA	NA	NA
"156"	"Longevity regulating pathway - multiple species"	60	-0.5839	0.48204	1	0.5839	0.51939	0.75614	3.1439	0.0096231	0.026421	30	1.891	0.28656	0.58631	30	2.5552	0.0077515	0.02253
"157"	"Longevity regulating pathway"	88	-1.1861	0.61568	1	1.1861	0.38769	0.62229	4.0194	0.0013511	0.0062192	40	2.6828	0.18978	0.51774	48	2.9932	0.0029325	0.010605
"158"	"Long-term potentiation"	63	1.8794	0.025029	0.32642	-1.8794	0.97502	1	2.0368	0.044103	0.080727	37	2.0112	0.32586	0.6455	26	0.77125	0.11257	0.17332
"159"	"Long-term depression"	57	0.25806	0.26286	1	-0.25806	0.73799	0.89879	0.77257	0.19764	0.26436	33	0.10576	0.84066	0.95767	24	1.0666	0.090471	0.14654
"160"	"Lipoic acid metabolism"	2	-0.15369	0.50983	1	0.15369	0.49017	0.74834	0.34988	0.3755	0.45032	1	0.089443	0.58117	0.81642	1	0.40536	0.34659	0.42302
"161"	"Linoleic acid metabolism"	46	-0.99942	0.6514	1	0.99942	0.35185	0.58893	-1.1607	0.61767	0.67363	20	0.065579	0.78243	0.92172	26	-1.6013	0.58345	0.64805
"162"	"Leukocyte transendothelial migration"	107	-4.0262	0.99482	1	4.0262	0.0052742	0.038479	3.5974	0.0035099	0.012073	38	2.0883	0.29894	0.60286	69	2.93	0.0019628	0.0079278
"163"	"Leishmaniasis"	64	-4.0422	0.99592	1	4.0422	0.0049647	0.038479	1.9139	0.058023	0.097641	17	0.39792	0.66897	0.87655	47	1.994	0.015343	0.039435
"164"	"Legionellosis"	56	-1.6659	0.80179	1	1.6659	0.19914	0.42988	0.68905	0.19125	0.25691	23	0.31021	0.73279	0.89139	33	0.63863	0.10665	0.16667
"165"	"Jak-STAT signaling pathway"	133	-4.9074	0.99925	1	4.9074	0.00085541	0.01217	2.8808	0.0083159	0.024165	44	1.3821	0.56119	0.8072	89	2.5498	0.0017315	0.0074791
"166"	"Intestinal immune network for IgA production"	40	-2.8436	0.97442	1	2.8436	0.025479	0.11558	0.30625	0.27231	0.3458	10	0.54451	0.56464	0.8072	30	0.039257	0.19059	0.25634
"167"	"Insulin signaling pathway"	136	-2.0374	0.81522	1	2.0374	0.189	0.42961	5.3386	3.745e-05	0.00043415	58	4.0758	0.036424	0.22639	78	3.5347	0.00060066	0.0033367
"168"	"Insulin secretion"	80	0.62477	0.13859	1	-0.62477	0.86026	0.97579	-0.54495	0.45671	0.52752	37	1.1932	0.56664	0.8072	43	-1.8501	0.56982	0.63517
"169"	"Insulin resistance"	106	-1.6288	0.73969	1	1.6288	0.26188	0.49378	5.8647	2.3254e-05	0.00029113	47	3.9761	0.02954	0.20879	59	4.3121	0.00010936	0.0009653
"170"	"Inositol phosphate metabolism"	69	-2.3234	0.90402	1	2.3234	0.097959	0.29768	4.2863	0.0010168	0.0051333	28	2.1648	0.24144	0.56784	41	3.7715	0.0006465	0.0034078
"171"	"Influenza A"	150	-4.5487	0.99775	1	4.5487	0.0023232	0.02597	2.8042	0.0091373	0.025535	49	2.1202	0.35448	0.66713	101	1.9406	0.0048333	0.015658
"172"	"Inflammatory mediator regulation of TRP channels"	118	-0.22661	0.33962	1	0.22661	0.66294	0.85833	3.7312	0.0021424	0.0081175	51	4.1202	0.025967	0.2019	67	1.3569	0.026812	0.060423
"173"	"Inflammatory bowel disease (IBD)"	55	-2.6415	0.94621	1	2.6415	0.056219	0.19552	0.2747	0.28929	0.36365	17	0.81495	0.54311	0.8072	38	-0.2146	0.2118	0.27793
"174"	"IL-17 signaling pathway"	84	-0.5801	0.45366	1	0.5801	0.54979	0.78578	-0.28345	0.36923	0.4474	35	1.6974	0.39515	0.7097	49	-1.8056	0.5231	0.59591
"175"	"Hypertrophic cardiomyopathy (HCM)"	81	4.8925	8.8076e-06	0.0006892	-4.8925	0.99999	1	2.4108	0.027959	0.059046	50	5.5854	0.001219	0.029163	30	-1.7505	0.58828	0.64917
"176"	"Huntingtons disease"	178	-4.3109	0.99517	1	4.3109	0.0055109	0.038479	2.1557	0.01903	0.045468	74	-1.123	0.99445	1	104	3.7675	0.00010314	0.0009653
"177"	"Homologous recombination"	37	-1.4472	0.77887	1	1.4472	0.22111	0.45325	2.2463	0.047099	0.085213	19	-0.23161	0.83224	0.95481	18	3.4586	0.0027924	0.010339
"178"	"Histidine metabolism"	24	-0.35161	0.48314	1	0.35161	0.5171	0.75614	-0.82077	0.59703	0.65569	8	1.0004	0.39707	0.7097	16	-1.7127	0.65769	0.72022
"179"	"Hippo signaling pathway -multiple species"	25	-1.5853	0.8261	1	1.5853	0.17673	0.4128	0.56115	0.27289	0.3458	11	-0.60065	0.85447	0.9589	14	1.2823	0.10528	0.16536
"180"	"Hippo signaling pathway"	150	-0.18989	0.26737	1	0.18989	0.73543	0.89879	2.4946	0.014727	0.036585	68	3.7108	0.087697	0.36234	82	-0.0052565	0.091196	0.14686
"181"	"Herpes simplex infection"	184	-4.8333	0.99851	1	4.8333	0.0016041	0.019277	3.7052	0.0012192	0.0057821	63	2.714	0.2281	0.56388	120	3.371	0.00039218	0.002541
"182"	"Hepatitis C"	116	-2.1321	0.84441	1	2.1321	0.15841	0.39399	4.0699	0.0016678	0.0066926	52	2.2716	0.33463	0.65044	64	3.4317	0.00061695	0.0033662
"183"	"Hepatitis B"	130	-2.2355	0.8599	1	2.2355	0.14234	0.38078	5.1529	7.027e-05	0.00068733	49	4.356	0.015907	0.14731	81	3.1399	0.00060082	0.0033367
"184"	"Hematopoietic cell lineage"	88	-2.7638	0.93709	1	2.7638	0.065057	0.21852	1.7239	0.056019	0.094778	29	1.0893	0.55188	0.8072	59	1.3417	0.026656	0.060423
"185"	"Hedgehog signaling pathway"	43	-1.8439	0.8373	1	1.8439	0.16348	0.39977	5.0215	0.00041552	0.0026542	16	3.2785	0.037125	0.22639	27	3.8133	0.001202	0.0055795
"186"	"HTLV-I infection"	264	-4.2513	0.99095	1	4.2513	0.0094405	0.057939	5.3675	1.6203e-05	0.00024437	103	3.5122	0.18738	0.51774	161	4.064	1.3949e-05	0.00019719
"187"	"HIF-1 signaling pathway"	98	-0.86162	0.54921	1	0.86162	0.45332	0.70592	4.9968	0.0002076	0.001444	38	5.3237	0.00096448	0.026128	60	2.1493	0.0060223	0.018544
"188"	"Graft-versus-host disease"	49	-3.9017	0.99682	1	3.9017	0.003146	0.030139	-1.599	0.7291	0.7658	11	-1.2321	0.93783	0.98614	38	-1.1528	0.40626	0.48041
"189"	"GnRH signaling pathway"	85	-0.6295	0.48611	1	0.6295	0.51679	0.75614	2.4654	0.018526	0.044606	36	2.8324	0.13129	0.43438	49	0.81931	0.067774	0.12114
"190"	"Glyoxylate and dicarboxylate metabolism"	28	-0.37078	0.4866	1	0.37078	0.51471	0.75614	1.8192	0.083938	0.13202	15	0.68889	0.53821	0.8072	13	1.9299	0.049671	0.095949
"191"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	23	0.46765	0.26459	1	-0.46765	0.73541	0.89879	-0.28804	0.47708	0.54498	11	0.72727	0.51765	0.80495	12	-1.0951	0.55645	0.62475
"192"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	26	0.17145	0.35006	1	-0.17145	0.65014	0.84789	0.081834	0.37338	0.44949	11	2.1812	0.14384	0.43942	15	-1.7601	0.68179	0.7332
"193"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	15	-0.70342	0.63693	1	0.70342	0.36323	0.59962	0.02079	0.40292	0.47591	6	0.72645	0.42611	0.73215	9	-0.56631	0.45993	0.53174
"194"	"Glycosphingolipid biosynthesis - ganglio series"	14	-0.33171	0.50918	1	0.33171	0.49228	0.74834	1.8902	0.095208	0.14537	5	2.9227	0.026988	0.20202	9	0.17907	0.2938	0.36258
"195"	"Glycosaminoglycan degradation"	18	-1.0076	0.69204	1	1.0076	0.30984	0.55102	0.49304	0.29993	0.37106	8	0.3177	0.62032	0.8404	10	0.37732	0.23343	0.30123
"196"	"Glycosaminoglycan biosynthesis - keratan sulfate"	12	-1.3459	0.81067	1	1.3459	0.19228	0.42961	1.9098	0.094961	0.14537	4	1.059	0.30046	0.60286	8	1.5901	0.073359	0.12746
"197"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	23	0.67258	0.21587	1	-0.67258	0.78413	0.92689	-0.21365	0.45948	0.52752	11	1.6854	0.24649	0.56784	12	-1.9094	0.73441	0.77425
"198"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	19	1.0544	0.1415	1	-1.0544	0.85883	0.97579	1.7414	0.096865	0.14647	11	1.7359	0.23453	0.56419	8	0.64819	0.19123	0.25634
"199"	"Glycolysis / Gluconeogenesis"	62	-1.5514	0.75918	1	1.5514	0.2421	0.4736	1.9825	0.049313	0.0882	28	0.97851	0.59228	0.81642	34	1.7891	0.024866	0.057283
"200"	"Glycine, serine and threonine metabolism"	39	-1.6817	0.81276	1	1.6817	0.18977	0.42961	3.7345	0.0042446	0.013839	19	1.4344	0.37556	0.69112	20	3.8169	0.0016198	0.0070953
"201"	"Glycerophospholipid metabolism"	90	1.1692	0.064467	0.7351	-1.1692	0.93536	1	2.9156	0.011559	0.030403	43	4.2107	0.019452	0.1635	47	0.0070101	0.15657	0.22134
"202"	"Glycerolipid metabolism"	56	-0.029971	0.32897	1	0.029971	0.67174	0.86466	2.0801	0.041453	0.077694	21	3.922	0.017052	0.14731	35	-0.4068	0.28896	0.35803
"203"	"Glutathione metabolism"	55	-6.9241	1	1	8.6857	7.6483e-11	5.9848e-09	7.6522	3.5653e-07	1.2399e-05	18	1.3492	0.4058	0.71624	37	8.3886	3.9175e-09	2.4367e-07
"204"	"Glutamatergic synapse"	110	-0.7206	0.45823	1	0.7206	0.54404	0.78113	0.10609	0.27009	0.34505	51	0.36947	0.8539	0.9589	59	-0.19865	0.15442	0.21928
"205"	"Glucagon signaling pathway"	95	0.043182	0.26481	1	-0.043182	0.73548	0.89879	4.2189	0.0012163	0.0057821	50	2.7018	0.20971	0.5435	45	3.282	0.0018784	0.0076865
"206"	"Glioma"	62	0.19358	0.25056	1	-0.19358	0.75045	0.90691	4.829	0.00037813	0.0024657	28	4.7145	0.0033497	0.061281	34	2.2427	0.012683	0.03506
"207"	"Gastric acid secretion"	70	-2.8551	0.96086	1	2.8551	0.039766	0.15558	0.50502	0.22095	0.28969	22	1.2365	0.46475	0.77021	48	-0.22723	0.18191	0.24598
"208"	"Gap junction"	84	-2.363	0.89813	1	2.363	0.10493	0.31278	1.819	0.053361	0.091268	35	0.78701	0.69534	0.87905	49	1.7164	0.021563	0.051191
"209"	"Galactose metabolism"	31	-3.2533	0.98617	1	3.2533	0.014571	0.077302	1.7847	0.0851	0.13318	9	0.51107	0.55075	0.8072	22	1.7916	0.041055	0.082375
"210"	"GABAergic synapse"	83	-1.5472	0.75196	1	1.5472	0.25167	0.48326	-0.62745	0.45741	0.52752	33	0.57939	0.73428	0.89139	50	-1.2791	0.39237	0.46671
"211"	"Fructose and mannose metabolism"	34	-1.517	0.79407	1	1.517	0.20773	0.44534	2.7502	0.025198	0.056335	14	1.5671	0.29135	0.59222	20	2.2747	0.020744	0.049625
"212"	"FoxO signaling pathway"	128	-0.58785	0.4154	1	0.58785	0.58592	0.80368	3.8323	0.00145	0.0063727	63	2.5077	0.2818	0.58631	65	2.909	0.0015919	0.0070727
"213"	"Folate biosynthesis"	12	-2.5918	0.96883	1	2.5918	0.032517	0.13754	2.2551	0.064813	0.10733	2	2.3375	0.05299	0.2575	10	1.425	0.086571	0.14306
"214"	"Focal adhesion"	196	-3.4843	0.96779	1	3.4843	0.034159	0.14256	5.9425	7.384e-06	0.00015408	83	3.5474	0.12903	0.4315	113	4.786	2.816e-06	6.2555e-05
"215"	"Fluid shear stress and atherosclerosis"	138	-4.962	0.99939	1	6.0741	2.1256e-05	0.00051179	8.6997	1.8554e-09	1.9358e-07	56	4.0884	0.033779	0.21886	82	7.9074	1.1134e-09	8.6567e-08
"216"	"Ferroptosis"	38	0.69562	0.16522	1	-0.69562	0.83437	0.96014	4.3254	0.0016433	0.0066926	20	3.1469	0.050095	0.2565	18	2.9675	0.0067508	0.020188
"217"	"Fc gamma R-mediated phagocytosis"	84	-5.2463	0.99978	1	5.2463	0.00024684	0.0045447	5.5005	5.8312e-05	0.00060838	24	2.0428	0.23125	0.56419	60	5.2162	5.7213e-06	9.3648e-05
"218"	"Fc epsilon RI signaling pathway"	63	-4.0006	0.99684	1	4.0006	0.0033213	0.030139	2.4265	0.02598	0.057086	17	1.687	0.2812	0.58631	46	1.8141	0.018541	0.045763
"219"	"Fatty acid metabolism"	51	2.5217	0.0093699	0.17252	-2.5217	0.99018	1	7.135	1.4191e-06	4.038e-05	24	7.8249	5.9878e-08	6.2073e-06	27	2.4288	0.01327	0.035576
"220"	"Fatty acid elongation"	26	1.2572	0.11153	0.96969	-1.2572	0.88859	0.99766	2.9072	0.026744	0.057335	15	2.3837	0.11058	0.40559	11	1.6859	0.074752	0.1278
"221"	"Fatty acid degradation"	47	7.0306	6.9405e-10	2.1724e-07	-7.0306	1	1	9.5141	7.2078e-09	5.6401e-07	30	10.319	7.0277e-14	2.1856e-11	17	2.1118	0.033251	0.069402
"222"	"Fatty acid biosynthesis"	12	-2.3638	0.9539	1	2.3638	0.047806	0.18028	1.4552	0.14886	0.21219	4	0.46546	0.46807	0.77021	8	1.4531	0.085785	0.14267
"223"	"Fat digestion and absorption"	36	0.9762	0.13592	1	-0.9762	0.8635	0.97579	-1.936	0.79659	0.8256	18	0.75909	0.58359	0.81642	18	-3.497	0.9321	0.95043
"224"	"Fanconi anemia pathway"	48	-0.22725	0.40625	1	0.22725	0.59533	0.80368	0.7025	0.20408	0.27066	23	0.27353	0.74234	0.89139	25	0.71105	0.14805	0.21415
"225"	"Ether lipid metabolism"	41	1.4641	0.06576	0.7351	-1.4641	0.93396	1	-0.97028	0.5948	0.65553	23	0.79958	0.59105	0.81642	18	-2.3682	0.78809	0.82241
"226"	"Estrogen signaling pathway"	94	-1.0558	0.56875	1	1.0558	0.43388	0.68243	3.0168	0.010925	0.029227	43	2.3359	0.2864	0.58631	51	1.9508	0.012964	0.03506
"227"	"ErbB signaling pathway"	84	0.2434	0.22447	1	-0.2434	0.777	0.92472	3.6873	0.0029804	0.010847	34	5.0324	0.002361	0.045893	50	0.62953	0.081116	0.13636
"228"	"Epstein-Barr virus infection"	199	-3.0434	0.93881	1	3.0434	0.062791	0.21597	5.6696	1.4405e-05	0.00024437	77	4.4728	0.028037	0.20278	122	3.6877	0.00011174	0.0009653
"229"	"Endometrial cancer"	49	-3.0127	0.97842	1	3.0127	0.021443	0.10169	3.5734	0.0066022	0.020063	17	1.4735	0.34054	0.65538	32	3.3479	0.0026135	0.0099123
"230"	"Endocytosis"	267	-3.415	0.95718	1	3.415	0.044055	0.16816	5.4983	1.4463e-05	0.00024437	113	2.9921	0.35883	0.66824	154	4.6766	2.4784e-06	5.9292e-05
"231"	"Endocrine resistance"	92	-0.16511	0.30744	1	0.16511	0.69282	0.87652	3.7375	0.0034726	0.012073	43	3.2604	0.096075	0.37231	49	2.0669	0.01289	0.03506
"232"	"Endocrine and other factor-regulated calcium reabsorption"	48	-0.54041	0.50102	1	0.54041	0.50198	0.75177	-1.4572	0.6904	0.74058	19	0.36189	0.69392	0.87905	29	-2.1677	0.68484	0.7332
"233"	"EGFR tyrosine kinase inhibitor resistance"	78	-1.2984	0.71737	1	1.2984	0.28493	0.52369	4.763	0.00060341	0.0035635	33	3.717	0.033304	0.21886	45	3.0877	0.0026903	0.01008
"234"	"ECM-receptor interaction"	82	-1.1845	0.65651	1	1.1845	0.34409	0.57903	2.5711	0.024987	0.056265	34	2.7404	0.15373	0.45534	48	1.0541	0.050188	0.096349
"235"	"Drug metabolism - other enzymes"	49	-2.3393	0.93155	1	2.3393	0.068235	0.22142	2.2301	0.046852	0.085213	13	3.5922	0.013088	0.14036	35	1.8371	0.029916	0.065173
"236"	"Drug metabolism - cytochrome P450"	64	-7.8161	1	1	9.462	8.6616e-12	9.037e-10	4.1077	0.0019216	0.0075181	18	-0.64666	0.90004	0.97843	45	6.5315	7.4014e-07	2.8773e-05
"237"	"Dorso-ventral axis formation"	25	0.074352	0.35056	1	-0.074352	0.64994	0.84789	0.16281	0.35558	0.43306	13	-0.073797	0.75473	0.8952	12	0.31181	0.24365	0.31055
"238"	"Dopaminergic synapse"	125	2.2638	0.0064287	0.13415	-2.2638	0.99338	1	2.7117	0.01129	0.029947	72	3.3952	0.12473	0.42204	53	0.20715	0.097809	0.1552
"239"	"Dilated cardiomyopathy"	86	3.8139	0.00021233	0.0073844	-3.8139	0.99977	1	2.4701	0.022032	0.050336	49	5.2667	0.0020583	0.042675	36	-0.95846	0.37046	0.4483
"240"	"DNA replication"	34	-7.5966	1	1	7.5966	3.4683e-08	1.8093e-06	6.9819	3.1957e-06	7.6943e-05	5	1.6867	0.17015	0.49455	29	6.8595	9.3225e-07	3.2215e-05
"241"	"D-Glutamine and D-glutamate metabolism"	2	-1.0529	0.77199	1	1.0529	0.22801	0.46032	-0.0041541	0.46011	0.52752	0	NA	NA	NA	2	-0.0041541	0.39318	0.46671
"242"	"D-Arginine and D-ornithine metabolism"	1	0.19326	0.42015	1	-0.19326	0.57985	0.80368	-1.0226	0.68304	0.73722	1	-1.0226	0.86374	0.9589	0	NA	NA	NA
"243"	"Cytosolic DNA-sensing pathway"	49	-4.521	0.99936	1	4.521	0.00063021	0.0097767	3.1261	0.013513	0.034111	11	1.1292	0.3967	0.7097	38	2.9423	0.0035219	0.012036
"244"	"Cytokine-cytokine receptor interaction"	234	-3.6806	0.97718	1	3.6806	0.024084	0.11251	-1.0488	0.41053	0.48125	94	0.24873	0.94197	0.98637	139	-0.86898	0.10159	0.16038
"245"	"Cysteine and methionine metabolism"	45	1.6822	0.043574	0.52456	-1.6822	0.95635	1	1.6188	0.08974	0.13905	26	2.0766	0.24406	0.56784	19	0.062085	0.25181	0.31835
"246"	"Complement and coagulation cascades"	85	-6.3579	1	1	6.3579	4.8255e-06	0.00016782	2.0001	0.036467	0.071339	23	-1.2371	0.96839	0.99349	62	3.0953	0.00081662	0.0040962
"247"	"Colorectal cancer"	59	-2.7423	0.96047	1	2.7423	0.040262	0.15558	4.2582	0.0010154	0.0051333	20	2.7548	0.090877	0.36234	39	3.2647	0.0028809	0.010541
"248"	"Collecting duct acid secretion"	25	-1.2051	0.73757	1	1.2051	0.26529	0.49723	-1.717	0.76825	0.79888	9	-1.1525	0.92566	0.98589	16	-1.2818	0.56249	0.62926
"249"	"Cocaine addiction"	46	0.95426	0.13562	1	-0.95426	0.86355	0.97579	-1.6442	0.72038	0.76175	24	0.25444	0.75029	0.89403	22	-2.6433	0.79861	0.82241
"250"	"Citrate cycle (TCA cycle)"	29	-1.0669	0.67834	1	1.0669	0.32513	0.56852	2.3381	0.040993	0.077566	12	1.8377	0.20805	0.5435	17	1.5097	0.068789	0.12216
"251"	"Circadian rhythm"	29	-0.69856	0.57281	1	0.69856	0.43055	0.68062	3.8318	0.0041627	0.013715	13	2.8333	0.052555	0.2575	16	2.6048	0.018391	0.045763
"252"	"Circadian entrainment"	94	-0.098425	0.27754	1	0.098425	0.72359	0.89519	0.24359	0.25979	0.33463	51	-0.42053	0.95396	0.99225	43	0.81813	0.086965	0.14306
"253"	"Chronic myeloid leukemia"	70	0.13393	0.27973	1	-0.13393	0.72138	0.89519	4.1461	0.001458	0.0063727	31	4.0345	0.014045	0.1409	39	1.9577	0.022696	0.052674
"254"	"Cholinergic synapse"	108	-1.9808	0.82769	1	1.9808	0.17304	0.41174	2.004	0.039384	0.075628	42	2.3058	0.26108	0.57586	66	0.72408	0.057451	0.10648
"255"	"Choline metabolism in cancer"	96	-1.8802	0.81117	1	1.8802	0.19095	0.42961	2.98	0.008338	0.024165	37	2.8016	0.14694	0.43942	59	1.5826	0.018971	0.046456
"256"	"Chemokine signaling pathway"	178	-3.9291	0.9888	1	3.9291	0.012487	0.069418	2.6716	0.0084518	0.02427	71	1.2107	0.73331	0.89139	106	3.2686	0.00026191	0.0018869
"257"	"Chemical carcinogenesis"	90	-8.2862	1	1	9.671	1.0147e-12	1.5881e-10	4.108	0.0014659	0.0063727	22	0.48513	0.68788	0.87905	67	5.4862	9.7745e-06	0.00015199
"258"	"Chagas disease (American trypanosomiasis)"	99	-0.18646	0.32732	1	0.18646	0.67404	0.86466	2.9766	0.010795	0.029129	46	3.127	0.11343	0.40559	53	1.155	0.031088	0.066221
"259"	"Central carbon metabolism in cancer"	61	-3.9374	0.99495	1	3.9374	0.005187	0.038479	5.3247	0.00010931	0.00090313	19	3.1351	0.052184	0.2575	42	4.3084	0.00020606	0.001563
"260"	"Cell cycle"	119	-3.0756	0.9659	1	3.0756	0.035825	0.14376	5.588	4.4268e-05	0.00049485	44	3.752	0.041583	0.24077	75	4.165	4.8262e-05	0.00058027
"261"	"Cell adhesion molecules (CAMs)"	147	-6.1575	0.99998	1	6.1575	2.073e-05	0.00051179	1.7103	0.042784	0.079239	47	-0.33105	0.93525	0.98614	100	2.3005	0.0022053	0.0087928
"262"	"Cardiac muscle contraction"	71	2.0806	0.014342	0.23416	-2.0806	0.98579	1	-0.4133	0.40872	0.48094	38	2.2723	0.25022	0.5722	32	-1.6406	0.53879	0.61155
"263"	"Carbon metabolism"	111	-1.0826	0.58699	1	1.0826	0.41613	0.66117	5.7593	3.317e-05	0.00039931	52	4.2397	0.022077	0.17605	59	3.9194	0.00026695	0.0018869
"264"	"Carbohydrate digestion and absorption"	42	-0.99943	0.64343	1	0.99943	0.36084	0.59962	-0.18806	0.39681	0.47045	16	0.94823	0.48699	0.77431	26	-0.98287	0.43629	0.50819
"265"	"Calcium signaling pathway"	173	-2.3	0.82805	1	2.3	0.17406	0.41174	0.45776	0.16447	0.22982	74	0.82244	0.83507	0.95481	99	-0.10592	0.071453	0.12555
"266"	"Caffeine metabolism"	4	-1.4996	0.86345	1	1.4996	0.13655	0.37492	1.4888	0.14437	0.20921	1	0.64332	0.40532	0.71624	3	1.3476	0.14738	0.21415
"267"	"Butanoate metabolism"	25	1.2115	0.098506	0.93431	-1.2115	0.90058	1	6.5373	1.9618e-05	0.00026697	14	4.9284	0.00073848	0.026128	11	4.2953	0.0018409	0.0076397
"268"	"Breast cancer"	141	-1.2946	0.619	1	1.2946	0.38308	0.61806	2.5155	0.015764	0.03885	55	4.5274	0.016005	0.14731	86	-0.39966	0.11632	0.17733
"269"	"Bladder cancer"	37	0.20985	0.30577	1	-0.20985	0.6945	0.87652	5.6437	0.00010692	0.00090313	19	4.0762	0.0094564	0.12642	18	3.9036	0.0011675	0.0055016
"270"	"Biotin metabolism"	2	0.16106	0.40995	1	-0.16106	0.59005	0.80368	-0.98406	0.69177	0.74058	1	-0.41911	0.73006	0.89139	1	-0.97256	0.66125	0.72157
"271"	"Biosynthesis of unsaturated fatty acids"	27	0.44497	0.25072	1	-0.44497	0.74897	0.90691	4.7837	0.00080576	0.0045037	11	5.2152	0.00036997	0.016437	16	1.89	0.046948	0.091255
"272"	"Biosynthesis of amino acids"	73	-1.5587	0.75385	1	1.5587	0.24987	0.48278	2.049	0.049739	0.088457	31	2.3242	0.20105	0.53902	42	0.70454	0.082926	0.13866
"273"	"Bile secretion"	68	-1.918	0.83297	1	1.918	0.17004	0.4094	2.5213	0.029743	0.061248	27	2.0023	0.26403	0.57826	41	1.6222	0.027743	0.061628
