"Name"	"Genes (tot)"	"Stat (dist.dir.up)"	"p (dist.dir.up)"	"p adj (dist.dir.up)"	"Stat (dist.dir.dn)"	"p (dist.dir.dn)"	"p adj (dist.dir.dn)"	"Stat (non-dir.)"	"p (non-dir.)"	"p adj (non-dir.)"	"Genes (up)"	"Stat (mix.dir.up)"	"p (mix.dir.up)"	"p adj (mix.dir.up)"	"Genes (down)"	"Stat (mix.dir.dn)"	"p (mix.dir.dn)"	"p adj (mix.dir.dn)"
"137"	"N-Glycan biosynthesis"	48	-0.48641	0.62937	1	0.48641	0.37063	0.69884	-1.9413	0.60105	0.72357	21	-0.26099	0.1477	0.32811	26	-0.79314	0.67351	0.86554
"138"	"Mucin type O-glycan biosynthesis"	26	1.8897	0.018329	0.28684	-1.8897	0.98167	1	0.79716	0.052586	0.12103	17	1.0701	0.020925	0.0986	9	-0.11584	0.48301	0.75119
"139"	"Morphine addiction"	87	-2.5504	0.98909	1	2.5504	0.010913	0.12052	-1.227	0.23393	0.38537	37	-2.8677	0.84355	0.95747	50	0.84841	0.13073	0.35664
"140"	"Mitophagy - animal"	61	2.1252	0.0080951	0.22714	-2.1252	0.9919	1	1.9808	0.0014179	0.0094424	36	2.2961	0.00017993	0.0032917	25	0.33873	0.3123	0.58786
"141"	"Mismatch repair"	21	-4.778	1	1	4.778	9.0807e-07	0.00028423	2.1892	0.0047031	0.02103	3	-1.7145	0.85847	0.96342	18	3.0646	0.0020264	0.057292
"142"	"Mineral absorption"	42	-0.073237	0.45197	1	0.073237	0.54803	0.86222	-0.55019	0.23782	0.38569	21	-0.55691	0.22007	0.4123	21	-0.22118	0.4993	0.75119
"143"	"MicroRNAs in cancer"	139	-1.8332	0.94463	1	1.8332	0.055371	0.28885	0.73599	0.0023582	0.01295	59	-0.17947	0.023945	0.107	80	1.1243	0.078405	0.28297
"144"	"Metabolism of xenobiotics by cytochrome P450"	63	-2.4182	0.99084	1	2.4182	0.0091628	0.11472	-4.2384	0.97389	1	25	-4.0291	0.98993	1	37	-0.86906	0.67776	0.86621
"145"	"Metabolic pathways"	1265	-1.7984	0.78205	1	1.7984	0.21795	0.55014	-5.4218	0.012158	0.044248	631	-5.6229	0.04018	0.15172	632	-1.399	0.53116	0.76833
"146"	"Melanoma"	67	-1.8995	0.96429	1	1.8995	0.035713	0.23255	-0.073581	0.074884	0.15808	28	-1.1218	0.33284	0.50741	39	0.85406	0.15413	0.4028
"147"	"Melanogenesis"	96	-0.10384	0.42982	1	0.10384	0.57018	0.87483	0.33289	0.019623	0.060813	53	-0.62464	0.088246	0.22905	43	1.1909	0.083494	0.28297
"148"	"Measles"	121	-2.0035	0.96232	1	2.0035	0.037679	0.23587	-0.83531	0.10583	0.20702	55	-2.0415	0.43922	0.61293	66	0.73261	0.16015	0.41449
"149"	"Maturity onset diabetes of the young"	19	-0.7574	0.72602	1	0.7574	0.27398	0.61254	-1.7846	0.73618	0.84152	10	-2.1354	0.87798	0.96342	9	-0.34204	0.56159	0.80117
"150"	"Mannose type O-glycan biosynthesis"	22	-1.0977	0.83841	1	1.0977	0.16159	0.45978	-1.2438	0.56614	0.69219	9	-0.89726	0.50575	0.68986	13	-0.8715	0.74333	0.91374
"151"	"Malaria"	46	-2.1248	0.97279	1	2.1248	0.027215	0.19878	-1.2501	0.39863	0.54965	14	-0.87823	0.40018	0.58157	32	-0.91795	0.69037	0.87351
"152"	"MAPK signaling pathway"	246	-0.77601	0.62051	1	0.77601	0.37949	0.70702	1.7327	1.2794e-05	0.0010011	126	0.6737	0.00012686	0.0028199	119	2.5506	0.0044708	0.06621
"153"	"Lysosome"	120	-1.5516	0.91129	1	1.5516	0.08871	0.3606	0.30896	0.0094027	0.037254	51	0.017913	0.023229	0.107	69	0.39205	0.22201	0.48449
"154"	"Lysine degradation"	56	1.4852	0.043567	0.42791	-1.4852	0.95643	1	-0.86235	0.24973	0.3951	36	-0.66386	0.16789	0.35043	20	-0.55232	0.61962	0.83981
"155"	"Lysine biosynthesis"	1	0.55157	0.27876	1	-0.55157	0.72124	0.96353	-0.20507	0.50988	0.6514	1	-0.20507	0.44229	0.61408	0	NA	NA	NA
"156"	"Longevity regulating pathway - multiple species"	60	0.78706	0.14429	0.81781	-0.78706	0.85571	1	2.1133	0.00097081	0.006906	32	1.6329	0.00099889	0.010021	28	1.348	0.073069	0.27379
"157"	"Longevity regulating pathway"	88	0.9704	0.10816	0.72174	-0.9704	0.89184	1	2.4716	0.00010259	0.0018888	46	2.1123	5.6715e-05	0.0028199	42	1.367	0.068245	0.25883
"158"	"Long-term potentiation"	63	2.515	0.0023799	0.082769	-2.515	0.99762	1	2.0107	0.001035	0.0071987	41	1.983	0.00022754	0.0037245	22	0.69543	0.21345	0.47757
"159"	"Long-term depression"	57	-0.37359	0.56864	1	0.37359	0.43136	0.75852	1.3439	0.0078682	0.031984	30	0.064431	0.060052	0.18438	27	1.8848	0.023481	0.16191
"160"	"Lipoic acid metabolism"	2	-1.2152	0.88282	1	1.2152	0.11718	0.40751	-0.078679	0.43607	0.57835	0	NA	NA	NA	2	-0.078679	0.47647	0.75119
"161"	"Linoleic acid metabolism"	46	-0.065575	0.41632	1	0.065575	0.58368	0.88611	-3.5619	0.93666	0.9838	26	-3.3478	0.95179	0.99666	20	-1.5847	0.88923	0.99575
"162"	"Leukocyte transendothelial migration"	107	-2.7869	0.99518	1	2.7869	0.0048158	0.068515	0.93273	0.0037617	0.017573	42	-0.49428	0.1	0.25081	65	1.594	0.038371	0.19996
"163"	"Leishmaniasis"	64	-4.0795	0.99997	1	4.0795	2.8636e-05	0.0025412	2.3856	0.00074224	0.006279	20	0.12303	0.087863	0.22905	44	2.7942	0.0027762	0.06445
"164"	"Legionellosis"	56	-0.28872	0.51444	1	0.28872	0.48556	0.81739	0.13841	0.072028	0.15548	31	-0.85004	0.24011	0.43165	25	1.1537	0.1095	0.33063
"165"	"Jak-STAT signaling pathway"	133	-1.6921	0.92645	1	1.6921	0.073547	0.32804	-1.3644	0.16546	0.29764	66	-2.7825	0.63544	0.8027	67	0.83933	0.12451	0.34572
"166"	"Intestinal immune network for IgA production"	40	-3.7777	0.99991	1	3.7777	9.4701e-05	0.0037052	1.1682	0.021255	0.063698	14	-1.8516	0.74391	0.88169	26	2.8077	0.0031856	0.06445
"167"	"Insulin signaling pathway"	136	0.29255	0.26371	1	-0.29255	0.73629	0.96626	1.9663	9.9513e-05	0.0018888	71	0.90821	0.00084265	0.0095669	65	1.895	0.021358	0.16004
"168"	"Insulin secretion"	80	0.87112	0.11484	0.72174	-0.87112	0.88516	1	0.3478	0.024013	0.068954	43	0.78372	0.0057024	0.037733	37	-0.33346	0.50532	0.75119
"169"	"Insulin resistance"	106	1.0866	0.059693	0.49168	-1.0866	0.94031	1	0.62493	0.0098476	0.037655	57	0.7723	0.0022778	0.018642	49	0.086187	0.35128	0.61592
"170"	"Inositol phosphate metabolism"	69	0.42248	0.24235	1	-0.42248	0.75765	0.97023	2.9911	2.7194e-05	0.0012235	36	2.4845	9.4344e-05	0.0028199	33	1.7301	0.031434	0.188
"171"	"Influenza A"	150	-2.4389	0.98501	1	2.4389	0.014987	0.13403	-0.38267	0.023372	0.067736	65	-1.93	0.31085	0.48097	85	1.1794	0.060552	0.24457
"172"	"Inflammatory mediator regulation of TRP channels"	118	-0.2721	0.47051	1	0.2721	0.52949	0.8508	-0.84273	0.089855	0.18029	62	-1.2722	0.16458	0.34584	56	0.1153	0.31576	0.58786
"173"	"Inflammatory bowel disease (IBD)"	55	-2.2323	0.98036	1	2.2323	0.019635	0.15758	0.52236	0.043881	0.10485	22	-0.66165	0.25899	0.44388	33	1.2146	0.08256	0.28297
"174"	"IL-17 signaling pathway"	84	1.2384	0.056067	0.49168	-1.2384	0.94393	1	-0.89037	0.19475	0.33864	47	-0.16019	0.040978	0.15172	37	-1.161	0.75982	0.9159
"175"	"Hypertrophic cardiomyopathy (HCM)"	81	1.9236	0.012822	0.27228	-1.9236	0.98718	1	1.7697	0.00091476	0.0066586	47	2.0601	8.4505e-05	0.0028199	33	1.7431	0.030607	0.18664
"176"	"Huntingtons disease"	178	0.020192	0.33336	1	-0.020192	0.66664	0.93983	-2.7346	0.42094	0.56546	95	-2.5237	0.35995	0.539	83	-1.3047	0.76801	0.91865
"177"	"Homologous recombination"	37	-1.5218	0.92246	1	1.5218	0.077536	0.32804	-0.18121	0.17502	0.31126	14	-0.59383	0.30213	0.47745	23	0.23346	0.34353	0.614
"178"	"Histidine metabolism"	24	0.38838	0.27789	1	-0.38838	0.72211	0.96353	-1.2608	0.55362	0.68228	15	-1.4048	0.60271	0.78757	9	-0.24533	0.52811	0.76749
"179"	"Hippo signaling pathway -multiple species"	25	0.30182	0.32279	1	-0.30182	0.67721	0.93983	1.0806	0.034897	0.089531	13	0.8595	0.036398	0.14237	12	0.66508	0.2286	0.49217
"180"	"Hippo signaling pathway"	150	0.71361	0.13071	0.79182	-0.71361	0.86929	1	1.0667	0.00083196	0.0065101	78	0.94218	0.00052244	0.0067699	72	0.55903	0.19618	0.45673
"181"	"Herpes simplex infection"	184	-0.92067	0.70968	1	0.92067	0.29032	0.6267	-2.8582	0.42029	0.56546	83	-1.2368	0.08838	0.22905	100	-1.9293	0.90031	1
"182"	"Hepatitis C"	116	-0.86272	0.71609	1	0.86272	0.28391	0.62581	-0.38496	0.050996	0.11823	57	-1.3602	0.19552	0.37769	59	0.79713	0.14446	0.38398
"183"	"Hepatitis B"	130	-0.39068	0.52303	1	0.39068	0.47697	0.8158	1.3176	0.0008172	0.0065101	65	0.36777	0.0045571	0.03221	65	1.4956	0.045902	0.2054
"184"	"Hematopoietic cell lineage"	88	-3.3388	0.99947	1	3.3388	0.00053019	0.016595	1.0409	0.0051371	0.022647	34	-0.90506	0.23153	0.42356	54	2.0469	0.013027	0.11456
"185"	"Hedgehog signaling pathway"	43	-1.3975	0.89996	1	1.3975	0.10004	0.37421	0.33929	0.078418	0.16042	19	-0.69224	0.29868	0.47745	24	1.0701	0.11913	0.33682
"186"	"HTLV-I infection"	264	-1.7965	0.91561	1	1.7965	0.084385	0.34753	0.81228	0.00017459	0.0027323	121	0.0075105	0.0015573	0.013454	143	1.0968	0.061389	0.24477
"187"	"HIF-1 signaling pathway"	98	1.3447	0.045676	0.43323	-1.3447	0.95432	1	0.82755	0.0078438	0.031984	51	1.8466	0.00012396	0.0028199	47	-0.72856	0.6068	0.83134
"188"	"Graft-versus-host disease"	49	-2.2341	0.98296	1	2.2341	0.017044	0.14419	-3.4196	0.92818	0.98091	15	-2.4146	0.88093	0.96342	34	-2.5014	0.98043	1
"189"	"GnRH signaling pathway"	85	0.28844	0.2662	1	-0.28844	0.7338	0.96626	2.0467	0.00049022	0.0051147	46	1.2546	0.0010988	0.010158	39	1.6589	0.042164	0.20533
"190"	"Glyoxylate and dicarboxylate metabolism"	28	0.03547	0.43677	1	-0.03547	0.56323	0.87202	-0.87246	0.41261	0.56214	14	-0.56373	0.29241	0.47745	14	-0.67012	0.66216	0.85804
"191"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	23	-1.1182	0.86224	1	1.1182	0.13776	0.43555	-0.026449	0.2053	0.35273	11	-1.301	0.63188	0.8027	12	1.209	0.10924	0.33063
"192"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	26	-0.12585	0.49113	1	0.12585	0.50887	0.83994	-1.1096	0.47005	0.61303	11	-0.25978	0.2775	0.46151	15	-1.2384	0.81273	0.95222
"193"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	15	-1.2437	0.88099	1	1.2437	0.11901	0.40933	-1.3518	0.62488	0.74368	3	0.012782	0.29623	0.47745	12	-1.5177	0.88709	0.99575
"194"	"Glycosphingolipid biosynthesis - ganglio series"	14	-0.37648	0.60517	1	0.37648	0.39483	0.7227	0.044313	0.23601	0.38569	7	-0.34076	0.34721	0.52419	7	0.40342	0.30549	0.58786
"195"	"Glycosaminoglycan degradation"	18	-0.36971	0.61803	1	0.36971	0.38197	0.70744	-1.939	0.78803	0.87156	8	-1.6258	0.77882	0.91401	10	-1.1473	0.80204	0.94483
"196"	"Glycosaminoglycan biosynthesis - keratan sulfate"	12	-0.84845	0.77653	1	0.84845	0.22347	0.55957	0.057923	0.25496	0.39902	4	0.32679	0.19533	0.37769	8	-0.16013	0.50403	0.75119
"197"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	23	-1.3966	0.91699	1	1.3966	0.083009	0.34643	-1.7845	0.71372	0.83046	9	-2.2429	0.8903	0.96813	14	-0.48903	0.60202	0.82961
"198"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	19	-0.84313	0.75403	1	0.84313	0.24597	0.58324	1.3076	0.025913	0.073071	8	0.91328	0.057157	0.17776	11	0.93968	0.14276	0.38273
"199"	"Glycolysis / Gluconeogenesis"	62	-1.7104	0.92792	1	1.7104	0.072077	0.32804	-0.052471	0.082822	0.16833	24	-0.72283	0.25081	0.43846	38	0.50743	0.22947	0.49217
"200"	"Glycine, serine and threonine metabolism"	39	0.35963	0.27658	1	-0.35963	0.72342	0.96353	0.65611	0.049219	0.11497	24	-0.46358	0.18278	0.36783	15	1.6443	0.050565	0.21415
"201"	"Glycerophospholipid metabolism"	90	-1.0906	0.78681	1	1.0906	0.21319	0.54695	0.39896	0.024377	0.069363	49	-2.055	0.5116	0.69178	41	2.8376	0.0025278	0.06445
"202"	"Glycerolipid metabolism"	56	-0.64806	0.65175	1	0.64806	0.34825	0.67285	-2.5294	0.73667	0.84152	32	-3.7524	0.97219	1	24	0.46928	0.25937	0.53776
"203"	"Glutathione metabolism"	55	-1.7742	0.94475	1	1.7742	0.055253	0.28885	-1.8249	0.54438	0.68157	23	-2.6793	0.89603	0.96815	32	-0.1209	0.42364	0.68889
"204"	"Glutamatergic synapse"	110	0.37311	0.24237	1	-0.37311	0.75763	0.97023	-0.056852	0.030858	0.083264	61	-0.63257	0.050069	0.16926	49	0.62061	0.1954	0.45673
"205"	"Glucagon signaling pathway"	95	1.8199	0.015862	0.27228	-1.8199	0.98414	1	2.6412	3.7003e-05	0.0013422	56	2.097	4.1142e-05	0.0028199	39	1.6093	0.046232	0.2054
"206"	"Glioma"	62	-1.7595	0.93447	1	1.7595	0.065528	0.32047	1.7863	0.0023107	0.012915	27	0.30025	0.046104	0.16481	35	2.1138	0.015629	0.12791
"207"	"Gastric acid secretion"	70	-0.1413	0.44906	1	0.1413	0.55094	0.86222	0.96629	0.0091066	0.036543	40	-0.60933	0.11223	0.27482	30	2.1796	0.009253	0.09923
"208"	"Gap junction"	84	-0.76298	0.70135	1	0.76298	0.29865	0.6316	0.44503	0.029472	0.080918	40	-0.13419	0.047779	0.16589	44	0.74284	0.1712	0.43063
"209"	"Galactose metabolism"	31	-1.2319	0.86757	1	1.2319	0.13243	0.43143	-1.2073	0.4744	0.61614	13	-2.0732	0.82536	0.94093	18	0.17755	0.3545	0.61592
"210"	"GABAergic synapse"	83	-0.88244	0.75531	1	0.88244	0.24469	0.58324	-1.485	0.30076	0.45186	42	-2.2434	0.63268	0.8027	41	0.15777	0.33631	0.6081
"211"	"Fructose and mannose metabolism"	34	-1.8634	0.95671	1	1.8634	0.043293	0.26059	1.0411	0.032468	0.085399	13	-0.34376	0.25016	0.43846	21	1.5952	0.050956	0.21415
"212"	"FoxO signaling pathway"	128	1.5438	0.02324	0.30566	-1.5438	0.97676	1	0.82636	0.0031951	0.01536	75	0.42475	0.0022561	0.018642	53	0.77893	0.15038	0.39634
"213"	"Folate biosynthesis"	12	0.21401	0.366	1	-0.21401	0.634	0.9263	-2.1449	0.85734	0.92297	6	-1.2889	0.69984	0.85065	6	-1.7444	0.92418	1
"214"	"Focal adhesion"	196	-1.1494	0.78356	1	1.1494	0.21644	0.55014	1.3646	0.00014995	0.0024702	85	1.1809	0.00013921	0.0028862	111	0.77995	0.11366	0.33348
"215"	"Fluid shear stress and atherosclerosis"	138	-1.9647	0.95116	1	1.9647	0.04884	0.27795	0.4423	0.0041954	0.019311	56	0.13784	0.01591	0.078692	82	0.45987	0.20265	0.46341
"216"	"Ferroptosis"	38	-0.3843	0.59507	1	0.3843	0.40493	0.73473	0.081909	0.12656	0.24302	17	0.082637	0.12461	0.29583	21	0.035832	0.4079	0.68571
"217"	"Fc gamma R-mediated phagocytosis"	84	-3.2892	0.99931	1	3.2892	0.00068622	0.019526	1.8077	0.0016535	0.010562	35	-1.1341	0.26757	0.4531	49	3.3253	0.00054001	0.032233
"218"	"Fc epsilon RI signaling pathway"	63	-2.2787	0.98653	1	2.2787	0.013468	0.12817	2.4936	0.0002621	0.0031552	30	-0.14312	0.085321	0.22679	33	3.5819	0.00018848	0.019539
"219"	"Fatty acid metabolism"	51	-1.2732	0.8663	1	1.2732	0.1337	0.43143	-0.7987	0.24254	0.3893	22	-1.0647	0.39132	0.57406	29	-0.13187	0.42138	0.68889
"220"	"Fatty acid elongation"	26	-1.2773	0.87673	1	1.2773	0.12327	0.41938	-1.6538	0.64276	0.76206	12	-2.3994	0.90515	0.97229	14	-0.032406	0.44262	0.71288
"221"	"Fatty acid degradation"	47	0.49004	0.22511	1	-0.49004	0.77489	0.97799	-0.72214	0.25333	0.39845	26	-0.34132	0.13337	0.30726	21	-0.70056	0.66621	0.85971
"222"	"Fatty acid biosynthesis"	12	-2.2941	0.98813	1	2.2941	0.01187	0.12384	0.59183	0.1406	0.26195	3	-1.0242	0.6666	0.82594	9	1.2747	0.10431	0.32441
"223"	"Fat digestion and absorption"	36	0.85751	0.14265	0.81781	-0.85751	0.85735	1	-5.1335	0.99908	1	23	-4.1459	0.99595	1	13	-3.0281	0.99523	1
"224"	"Fanconi anemia pathway"	48	-2.2541	0.98656	1	2.2541	0.013439	0.12817	-0.76598	0.24994	0.3951	17	-1.804	0.70345	0.85125	31	0.38279	0.28218	0.57736
"225"	"Ether lipid metabolism"	41	-0.8161	0.72295	1	0.8161	0.27705	0.61502	0.77882	0.039522	0.095894	20	-0.55416	0.23492	0.42699	21	1.629	0.047845	0.20957
"226"	"Estrogen signaling pathway"	94	0.19701	0.32708	1	-0.19701	0.67292	0.93983	-0.96949	0.15865	0.2898	50	-1.0056	0.15883	0.34584	44	-0.34502	0.50705	0.75119
"227"	"ErbB signaling pathway"	84	0.41077	0.23785	1	-0.41077	0.76215	0.97023	2.5015	0.00025848	0.0031552	45	1.7072	0.00026624	0.00414	39	1.8373	0.029859	0.18572
"228"	"Epstein-Barr virus infection"	199	-0.092219	0.37497	1	0.092219	0.62503	0.9263	-0.53436	0.014047	0.04871	101	-0.53377	0.012146	0.064022	98	-0.21959	0.39217	0.66742
"229"	"Endometrial cancer"	49	-0.56654	0.63978	1	0.56654	0.36022	0.68749	0.95243	0.019252	0.060258	23	0.59142	0.033105	0.13728	26	0.75126	0.18055	0.43878
"230"	"Endocytosis"	267	-0.71938	0.60528	1	0.71938	0.39472	0.7227	0.98029	0.00012838	0.0022324	133	0.023769	0.00086132	0.0095669	134	1.3601	0.042472	0.20533
"231"	"Endocrine resistance"	92	-1.1052	0.79375	1	1.1052	0.20625	0.54249	1.4152	0.0018431	0.011538	41	0.88167	0.006059	0.039258	51	1.1103	0.085529	0.28297
"232"	"Endocrine and other factor-regulated calcium reabsorption"	48	0.9946	0.10611	0.72174	-0.9946	0.89389	1	0.3539	0.059199	0.13427	30	-0.19989	0.093457	0.23824	18	0.83598	0.1727	0.43063
"233"	"EGFR tyrosine kinase inhibitor resistance"	78	-1.2135	0.83967	1	1.2135	0.16033	0.45978	2.2604	0.00037576	0.0042004	33	1.6499	0.0011105	0.010158	45	1.5631	0.037247	0.19972
"234"	"ECM-receptor interaction"	82	-1.054	0.78882	1	1.054	0.21118	0.54695	-0.19362	0.069309	0.1517	34	-0.043681	0.061156	0.18466	48	-0.21631	0.46081	0.73118
"235"	"Drug metabolism - other enzymes"	49	-0.67945	0.68336	1	0.67945	0.31664	0.64776	-3.8926	0.96745	1	26	-3.1517	0.93077	0.98339	22	-0.63277	0.64524	0.85029
"236"	"Drug metabolism - cytochrome P450"	64	-1.2009	0.84964	1	1.2009	0.15036	0.43984	-4.0727	0.95041	0.99491	34	-3.881	0.98074	1	29	-0.32341	0.48786	0.75119
"237"	"Dorso-ventral axis formation"	25	1.0276	0.11529	0.72174	-1.0276	0.88471	1	0.63265	0.074454	0.15808	16	0.5114	0.060471	0.18438	9	0.37255	0.31945	0.58786
"238"	"Dopaminergic synapse"	125	1.3101	0.035364	0.39531	-1.3101	0.96464	1	-0.28596	0.029835	0.081203	70	0.26864	0.0051791	0.035793	55	-0.73417	0.61683	0.83981
"239"	"Dilated cardiomyopathy"	86	1.7159	0.016177	0.27228	-1.7159	0.98382	1	1.8419	0.00062983	0.0061534	49	2.0727	4.1191e-05	0.0028199	36	1.797	0.028476	0.1845
"240"	"DNA replication"	34	-3.6624	0.99983	1	3.6624	0.000166	0.0057729	2.2653	0.0025108	0.013098	7	0.69619	0.095572	0.24165	27	2.1876	0.011627	0.11456
"241"	"D-Glutamine and D-glutamate metabolism"	2	-0.5346	0.68859	1	0.5346	0.31141	0.64551	0.70127	0.20825	0.35426	1	-0.01916	0.37331	0.55286	1	1.0109	0.18059	0.43878
"242"	"D-Arginine and D-ornithine metabolism"	1	0.073791	0.45763	1	-0.073791	0.54237	0.86173	-1.5647	0.86135	0.92297	1	-1.5647	0.8762	0.96342	0	NA	NA	NA
"243"	"Cytosolic DNA-sensing pathway"	49	-1.9263	0.96359	1	1.9263	0.036406	0.23255	-0.43754	0.17193	0.3075	21	-2.3269	0.80765	0.93029	28	1.4364	0.062767	0.2471
"244"	"Cytokine-cytokine receptor interaction"	234	-3.1948	0.99756	1	3.1948	0.002439	0.044907	-2.4786	0.22414	0.37316	104	-3.359	0.61307	0.79443	129	0.40051	0.19023	0.45161
"245"	"Cysteine and methionine metabolism"	45	1.1799	0.078215	0.58289	-1.1799	0.92178	1	-1.4177	0.4613	0.60413	28	-1.0323	0.30382	0.47745	17	-0.98179	0.77876	0.92441
"246"	"Complement and coagulation cascades"	85	-1.1323	0.77429	1	1.1323	0.22571	0.56068	-3.2696	0.85224	0.92297	44	-3.4092	0.90976	0.97229	41	-1.176	0.7771	0.92441
"247"	"Colorectal cancer"	59	-1.9793	0.96047	1	1.9793	0.039527	0.24259	0.71076	0.023254	0.067736	25	-0.62512	0.21806	0.41101	34	1.4723	0.046031	0.2054
"248"	"Collecting duct acid secretion"	25	-0.11897	0.48745	1	0.11897	0.51255	0.83994	0.69034	0.067976	0.14983	13	0.1448	0.12949	0.30509	12	0.84571	0.18268	0.44041
"249"	"Cocaine addiction"	46	1.3879	0.042896	0.42791	-1.3879	0.9571	1	-0.5211	0.20623	0.35273	27	0.041974	0.074604	0.20716	19	-0.86086	0.71442	0.8959
"250"	"Citrate cycle (TCA cycle)"	29	1.5667	0.031394	0.37507	-1.5667	0.96861	1	-2.1815	0.78739	0.87156	16	-0.33912	0.22419	0.4175	13	-2.882	0.99307	1
"251"	"Circadian rhythm"	29	0.58536	0.21309	1	-0.58536	0.78691	0.98917	3.1183	0.00039232	0.0042343	16	2.1448	0.0010589	0.010158	13	2.278	0.014718	0.12371
"252"	"Circadian entrainment"	94	-0.35888	0.55225	1	0.35888	0.44775	0.77859	-0.33771	0.067241	0.14927	48	-0.60094	0.084703	0.22679	46	0.13111	0.31934	0.58786
"253"	"Chronic myeloid leukemia"	70	-0.87622	0.73232	1	0.87622	0.26768	0.61254	0.31312	0.033537	0.086751	36	-0.99452	0.25095	0.43846	34	1.4726	0.046002	0.2054
"254"	"Cholinergic synapse"	108	-0.90753	0.73104	1	0.90753	0.26896	0.61254	0.235	0.017954	0.056765	56	-1.1249	0.16053	0.34584	52	1.5061	0.053268	0.22088
"255"	"Choline metabolism in cancer"	96	-0.86016	0.72914	1	0.86016	0.27086	0.61254	1.2161	0.0027654	0.013937	48	0.055568	0.023563	0.107	48	1.6642	0.036345	0.1983
"256"	"Chemokine signaling pathway"	178	-4.2106	0.99996	1	4.2106	4.0595e-05	0.0025412	1.4827	0.0002215	0.0031513	71	-0.98087	0.075999	0.20733	106	3.5215	0.00015102	0.019539
"257"	"Chemical carcinogenesis"	90	-1.3338	0.85166	1	1.3338	0.14834	0.43984	-5.8679	0.99815	1	38	-3.8507	0.96668	1	51	-3.3216	0.9948	1
"258"	"Chagas disease (American trypanosomiasis)"	99	-1.2897	0.83254	1	1.2897	0.16746	0.46384	-0.48553	0.094141	0.18768	49	-1.5087	0.31	0.48097	50	0.81032	0.13824	0.37385
"259"	"Central carbon metabolism in cancer"	61	-3.0414	0.99861	1	3.0414	0.0013917	0.031114	1.6734	0.0030423	0.014879	19	0.57531	0.049693	0.16926	42	1.6298	0.042915	0.20533
"260"	"Cell cycle"	119	-1.5907	0.90371	1	1.5907	0.09629	0.37421	0.25954	0.014946	0.050304	50	-0.063739	0.029244	0.1229	69	0.3951	0.22117	0.48449
"261"	"Cell adhesion molecules (CAMs)"	147	-4.0525	0.99992	1	4.0525	8.1788e-05	0.0036571	-2.7834	0.52557	0.66508	53	-3.7558	0.92631	0.98322	94	-0.66062	0.5657	0.80335
"262"	"Cardiac muscle contraction"	71	1.8724	0.012744	0.27228	-1.8724	0.98726	1	0.46295	0.033105	0.086348	36	2.5807	6.7156e-05	0.0028199	34	-0.57862	0.59851	0.82961
"263"	"Carbon metabolism"	111	1.2447	0.059301	0.49168	-1.2447	0.9407	1	-0.22327	0.037533	0.093983	60	0.36647	0.0053769	0.036352	51	-0.72689	0.60287	0.82961
"264"	"Carbohydrate digestion and absorption"	42	-1.2201	0.84452	1	1.2201	0.15548	0.45061	-1.287	0.45177	0.59413	18	-1.3455	0.55268	0.7377	24	-0.53735	0.5985	0.82961
"265"	"Calcium signaling pathway"	173	-1.1894	0.79832	1	1.1894	0.20168	0.53806	-1.0062	0.053791	0.1229	84	-1.6453	0.16316	0.34584	89	0.19557	0.29742	0.58453
"266"	"Caffeine metabolism"	4	0.73288	0.19795	1	-0.73288	0.80205	0.99226	-1.7549	0.86399	0.92297	3	-0.97035	0.64817	0.8072	1	-1.8292	0.9537	1
"267"	"Butanoate metabolism"	25	0.67012	0.20189	1	-0.67012	0.79811	0.99154	-1.8714	0.73373	0.84152	12	-0.066261	0.19209	0.37573	13	-2.5315	0.98406	1
"268"	"Breast cancer"	141	-1.2449	0.79715	1	1.2449	0.20285	0.53806	0.014851	0.013512	0.048611	66	-0.69373	0.056418	0.17723	75	0.67114	0.16746	0.42688
"269"	"Bladder cancer"	37	-3.8243	0.99994	1	3.8243	5.8731e-05	0.0030638	2.7528	0.0006864	0.0062037	11	0.11965	0.17667	0.36205	26	3.2061	0.0010364	0.032233
"270"	"Biotin metabolism"	2	-1.0923	0.85619	1	1.0923	0.14381	0.43984	0.16186	0.35872	0.51102	0	NA	NA	NA	2	0.16186	0.39273	0.66742
"271"	"Biosynthesis of unsaturated fatty acids"	27	-2.1398	0.98144	1	2.1398	0.018563	0.1529	-1.5178	0.60477	0.72526	10	-2.4897	0.93326	0.98339	17	-0.0033593	0.4601	0.73118
"272"	"Biosynthesis of amino acids"	73	1.8695	0.016528	0.27228	-1.8695	0.98347	1	-1.2728	0.27401	0.42249	44	-0.2818	0.062294	0.18628	29	-1.6723	0.87536	0.99575
"273"	"Bile secretion"	68	-0.39105	0.54364	1	0.39105	0.45636	0.78596	-2.5298	0.70789	0.82675	36	-3.1913	0.89655	0.96815	32	-0.30284	0.48596	0.75119
"274"	"Base excision repair"	32	-2.0088	0.97269	1	2.0088	0.027309	0.19878	0.77416	0.048641	0.11468	9	0.26955	0.14962	0.33001	23	0.74453	0.19685	0.45673
